"","name_raw","name_clean","state","jurisdiction"
"2737","321-CFRC-EAST","CENTRAL FLORIDA RECEPTION CENTER","Florida","state"
"2738","323-CFRC-SOUTH","CENTRAL FLORIDA RECEPTION CENTER","Florida","state"
"2739","336-HERNANDO C.I.","HERNANDO CORRECTIONAL INSTITUTION","Florida","state"
"2740","364-MARION WORK CAMP","MARION CORRECTIONAL INSTITUTION","Florida","state"
"2741","364-MARION WORK CAMP","MARION CORRECTIONAL INSTITUTION","North Carolina","state"
"2742","364-MARION WORK CAMP","MARION CORRECTIONAL INSTITUTION","Ohio","state"
"2743","365-SUMTER WORK CAMP","SUMTER CORRECTIONAL INSTITUTION","Florida","state"
"2744","367-LOWELL ANNEX","LOWELL CORRECTIONAL INSTITUTION","Florida","state"
"2745","368-FL.WOMENS RECPN.CTR","FLORIDA WOMENS RECEPTION CENTER","Florida","state"
"2746","401-EVERGLADES C.I.","EVERGLADES CORRECTIONAL INSTITUTION","Florida","state"
"2747","402-S.F.R.C.","SOUTH FLORIDA RECEPTION CENTER","Florida","state"
"2748","403-S.F.R.C SOUTH UNIT","SOUTH FLORIDA RECEPTION CENTER","Florida","state"
"2749","404-OKEECHOBEE C.I.","OKEECHOBEE CORRECTIONAL INSTITUTION","Florida","state"
"2750","405-SOUTH BAY C.F.","SOUTH BAY CORRECTIONAL FACILITY","Florida","state"
"2751","407-OKEECHOBEE WORK CAMP","OKEECHOBEE CORRECTIONAL INSTITUTION","Florida","state"
"2752","419-HOMESTEAD C.I.","HOMESTEAD CORRECTIONAL INSTITUTION","Florida","state"
"2753","420-MARTIN WORK CAMP","MARTIN CORRECTIONAL INSTITUTION","Florida","state"
"2754","430-MARTIN C.I.","MARTIN CORRECTIONAL INSTITUTION","Florida","state"
"2755","441-EVERGLADES RE-ENTRY","EVERGLADES CORRECTIONAL INSTITUTION","Florida","state"
"2756","463-DADE C.I.","DADE CORRECTIONAL INSTITUTION","Florida","state"
"2757","501-HARDEE C.I.","HARDEE CORRECTIONAL INSTITUTION","Florida","state"
"2758","503-AVON PARK C.I.","AVON PARK CORRECTIONAL INSTITUTION","Florida","state"
"2759","504-AVON PARK WORK CAMP","AVON PARK CORRECTIONAL INSTITUTION","Florida","state"
"2760","510-CHARLOTTE C.I.","CHARLOTTE CORRECTIONAL INSTITUTION","Florida","state"
"2761","511-MOORE HAVEN C.F.","MOORE HAVEN CORRECTIONAL FACILITY","Florida","state"
"2762","560-DESOTO WORK CAMP","DESOTO ANNEX","Florida","state"
"2763","562-POLK WORK CAMP","POLK CORRECTIONAL INSTITUTION","Florida","state"
"2764","562-POLK WORK CAMP","POLK CORRECTIONAL INSTITUTION","North Carolina","state"
"2765","563-HARDEE WORK CAMP","HARDEE CORRECTIONAL INSTITUTION","Florida","state"
"2766","564-DESOTO ANNEX","DESOTO ANNEX","Florida","state"
"2767","573-ZEPHYRHILLS C.I.","ZEPHYRHILLS CORRECTIONAL INSTITUTION","Florida","state"
"2768","580-POLK C.I.","POLK CORRECTIONAL INSTITUTION","Florida","state"
"2769","580-POLK C.I.","POLK CORRECTIONAL INSTITUTION","North Carolina","state"
"2770","HMSF","HALAWA CORRECTIONAL FACILITY","Hawaii","state"
"2771","Alcorn Satellite Facility","ALCORN COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2772","Bolivar Satellite Facility","BOLIVAR COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2773","Delta Satellite Facility","DELTA CORRECTIONAL FACILITY","Colorado","state"
"2774","Delta Satellite Facility","DELTA CORRECTIONAL FACILITY","Mississippi","state"
"2775","Delta TVC","DELTA CORRECTIONAL FACILITY","Colorado","state"
"2776","Delta TVC","DELTA CORRECTIONAL FACILITY","Mississippi","state"
"2777","George Satellite Facility","GEORGE COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2778","Harrison Satellite Facility","GUS HARRISON CORRECTIONAL FACILITY","Michigan","state"
"2779","Jefferson Satellite Facility","JEFFERSON FRANKLIN COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2780","Wilkinson Satellite Facility","WILKINSON COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2781","Yazoo Satellite Facility","YAZOO COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2782","Mississippi State Penitentiary","MISSISSIPPI STATE PENITENTIARY","Mississippi","state"
"2783","Central Mississippi Correctional Facility","CENTRAL MISSISSIPPI CORRECTIONAL INSTITUTION","Mississippi","state"
"2784","Alcorn County","ALCORN COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2785","Bolivar County","BOLIVAR COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2786","Carroll County","CARROLL MONTGOMERY COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2787","Chicksaw County","CHICKASAW COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2788","George County","GEORGE COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2789","Holmes County","HOLMES HUMPHREYS COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2790","Issaquena County","ISSAQUENA COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2791","Jefferson County","JEFFERSON FRANKLIN COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2792","Kemper County","KEMPER NESHOBA COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2793","Leake County","LEAKE COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2794","Marion County","MARION WALTHALL COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2795","Stone County","STONE COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2796","Washington County","WASHINGTON COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2797","Winston County","WINSTON CHOCTAW COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2798","Yazoo County","YAZOO COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2799","Tallahatchie County","TALLAHATCHIE COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2800","East Mississippi","EAST MISSISSIPPI CORRECTIONAL FACILITY MERIDIAN","Mississippi","state"
"2801","Marshall County","MARSHALL COUNTY CORRECTIONAL FACILITY HOLLY SPRINGS","Mississippi","state"
"2802","Wilkinson County","WILKINSON COUNTY CORRECTIONAL FACILITY","Mississippi","state"
"2803","NH State Prison for Men","STATE PRISON FOR MEN","New Hampshire","state"
"2804","NH Correctional Facility for Women","NORTHERN NEW HAMPSHIRE CORRECTIONAL FACILITY","New Hampshire","state"
"2805","Northern NH Correctional Facility","NORTHERN NEW HAMPSHIRE CORRECTIONAL FACILITY","New Hampshire","state"
"2806","Secure Psychiatric Unit","SECURE PSYCHIATRIC UNIT AND RESIDENTIAL TREATMENT UNIT","New Hampshire","state"
"2807","CTWC","TRANSITIONAL WORK CENTERS AND TRANSITIONAL HOUSING UNITS","New Hampshire","state"
"2808","ALFRED HUGHES","HUGHES UNIT","Texas","state"
"2809","BILL CLEMENTS","CLEMENTS UNIT","Texas","state"
"2810","B MOORE","MOORE B UNIT","Texas","state"
"2811","C MOORE","MOORE C UNIT","Texas","state"
"2812","DOLPH BRISCOE","BRISCOE UNIT","Texas","state"
"2813","DIBOLL PRIV","DIBOLL UNIT","Texas","state"
"2814","ELLIS","ELLIS UNIT","Texas","state"
"2815","CAROL YOUNG CO","CAROLE YOUNG MEDICAL FACILITY","Texas","state"
"2816","GIB LEWIS","LEWIS UNIT","Texas","state"
"2817","HOSPITAL-GALV","HOSPITAL GALVESTON","Texas","state"
"2818","JESTER III","JESTER 3 UNIT","Texas","state"
"2819","JESTER IV","JESTER 4 UNIT","Texas","state"
"2820","LOCKHART PRIV","LOCKHART UNIT","Texas","state"
"2821","JAMES LYNAUGH","LYNAUGH UNIT","Texas","state"
"2822","PLANE JAIL","PLANE UNIT","Texas","state"
"2823","LINDSEY SJ","LINDSEY UNIT","Texas","state"
"2824","JOE F GURNEY","GURNEY UNIT","Texas","state"
"2825","J MIDDLETON","MIDDLETON UNIT","Texas","state"
"2826","PACK I","PACK UNIT","Texas","state"
"2827","WAYNE SCOTT","SCOTT UNIT","Texas","state"
"2828","RAMSEY I","RAMSEY UNIT","Texas","state"
"2829","MAC STRINGFELL","STRINGFELLOW UNIT","Texas","state"
"2830","THOMAS HAVINS","HAVINS UNIT","Texas","state"
"2831","TRAVIS JAIL","TRAVIS COUNTY STATE JAIL","Texas","state"
"2832","LOCKHART WORK","LOCKHART UNIT","Texas","state"
"2833","SANDERS ESTES","ESTES UNIT","Texas","state"
"2834","WILLACY","WILLACY STATE JAIL","Texas","state"
"2835","WOODMAN SJ","WOODMAN UNIT","Texas","state"
"2836","EAST TEXAS TRE","EAST TEXAS UNIT","Texas","state"
"2837","KEGANS ISF","KEGANS UNIT","Texas","state"
"2838","Airway Heights Corrections Center","AIRWAY HEIGHTS CORRECTIONS CENTER","Washington","state"
"2839","Cedar Creek Corrections Center","CEDAR CREEK CORRECTIONS CENTER","Washington","state"
"2840","Clallam Bay Corrections Center","CLALLAM BAY CORRECTIONS CENTER","Washington","state"
"2841","Coyote Ridge Corrections Center","COYOTE RIDGE CORRECTIONS CENTER","Washington","state"
"2842","Larch Corrections Center","LARCH CORRECTIONS CENTER","Washington","state"
"2843","Mission Creek Corrections Center for Women","MISSION CREEK CORRECTIONS CENTER FOR WOMEN","Washington","state"
"2844","Monroe Correctional Complex","MONROE CORRECTIONAL COMPLEX","Washington","state"
"2845","Olympic Corrections Center","OLYMPIC CORRECTIONS CENTER","Washington","state"
"2846","Stafford Creek Corrections Center","STAFFORD CREEK CORRECTIONS CENTER","Washington","state"
"2847","Washington Correction Center","WASHINGTON CORRECTIONS CENTER","Washington","state"
"2848","Washington Correction Center for Women","WASHINGTON CORRECTIONS CENTER FOR WOMEN","Washington","state"
"2849","Washington State Penitentiary","WASHINGTON STATE PENITENTIARY","Washington","state"
"2850","Wyoming Honor Conservation Camp & Boot Camp - Newcastle","WYOMING HONOR CONSERVATION CAMP","Wyoming","state"
"2851","Wyoming Honor Farm - Riverton","WYOMING HONOR FARM","Wyoming","state"
"2852","Wyoming State Penitentiary - Rawlins","WYOMING STATE PENITENTIARY","Wyoming","state"
"2853","Wyoming Medium Correctional Institution - Torrington","WYOMING MEDIUM CORRECTIONAL INSTITUTION","Wyoming","state"
"2854","Anamosa","ANAMOSA STATE PENITENTIARY","Iowa","state"
"2855","Clarinda","CLARINDA CORRECTIONAL FACILITY","Iowa","state"
"2856","Fort Dodge","FORT DODGE CORRECTIONAL FACILITY","Iowa","state"
"2857","Mount Pleasant","MT PLEASANT CORRECTIONAL FACILITY","Iowa","state"
"2858","Newton-Medium","NEWTON CORRECTIONAL FACILITY","Iowa","state"
"2859","Albion","ALBION CORRECTIONAL FACILITY","New York","state"
"2860","Albion","ALBION CORRECTIONAL FACILITY","Pennsylvania","state"
"2861","Benner Township","BENNER TOWNSHIP CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2862","Cambridge Springs","CAMBRIDGE SPRINGS CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2863","Camp Hill","CAMP HILL CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2864","Chester","CHESTER CORRECTIONAL INSTIUTION","Pennsylvania","state"
"2865","Coal Township","COAL TOWNSHIP CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2866","Dallas","DALLAS CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2867","Fayette","FAYETTE CORRECTIONAL INSTIUTION","Pennsylvania","state"
"2868","Forest","FOREST CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2869","Frackville","FRACKVILLE CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2870","Greene","GREENE CORRECTIONAL INSTITUTION","North Carolina","state"
"2871","Greene","GREENE CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2872","Houtzdale","HOUTZDALE CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2873","Huntingdon","HUNTINGDON CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2874","Laurel Highlands","LAUREL HIGHLANDS CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2875","Mahanoy","MAHANOY CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2876","Mercer","MERCER CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2877","Muncy","MUNCY CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2878","Parole","PAROLE","Illinois","state"
"2879","Parole","PAROLE","Pennsylvania","state"
"2880","Phoenix","PHOENIX CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2881","Pine Grove","PINE GROVE CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2882","Quehanna BC","QUEHANNA BOOT CAMP","Pennsylvania","state"
"2883","Retreat","RETREAT","Pennsylvania","state"
"2884","Rockview","ROCKVIEW CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2885","Smithfield","SMITHFIELD CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2886","Somerset","SOMERSET CORRECTIONAL INSTITUTION","Pennsylvania","state"
"2887","Training Academy","TRAINING ACADEMY","Pennsylvania","state"
"2888","Waymart","WAYMART CORRECTIONAL INSTITUTION","Pennsylvania","state"
"6100","Alex City","ALEX CITY COMMUNITY BASED FACILITY","Alabama","state"
"7100","ALEX CITY COMMUNITY BASED FACILITY/COMMUNITY WORK CENTER","ALEX CITY COMMUNITY BASED FACILITY","Alabama","state"
"9100","Bibb","BIBB CORRECTIONAL FACILITY","Alabama","state"
"10100","BIBB CORRECTIONAL FACILITY","BIBB CORRECTIONAL FACILITY","Alabama","state"
"11100","Birmingham","BIRMINGHAM COMMUNITY BASED FACILITY","Alabama","state"
"12100","BIRMINGHAM COMMUNITY BASED FACILITY/COMMUNITY WORK CENTER","BIRMINGHAM COMMUNITY BASED FACILITY","Alabama","state"
"13100","Bullock","BULLOCK CORRECTIONAL FACILITY","Alabama","state"
"14100","BULLOCK CORRECTIONAL FACILITY","BULLOCK CORRECTIONAL FACILITY","Alabama","state"
"15100","Camden","CAMDEN COMMUNITY BASED FACILITY","Alabama","state"
"16100","CAMDEN COMMUNITY BASED FACILITY/COMMUNITY WORK CENTER","CAMDEN COMMUNITY BASED FACILITY","Alabama","state"
"17100","Childersburg","CHILDERSBURG COMMUNITY BASED FACILITY","Alabama","state"
"18100","CHILDERSBURG COMMUNITY BASED FACILITY/COMMUNITY WORK CENTER","CHILDERSBURG COMMUNITY BASED FACILITY","Alabama","state"
"19100","Donaldson","DONALDSON CORRECTIONAL FACILITY","Alabama","state"
"20100","DONALDSON CORRECTIONAL FACILITY","DONALDSON CORRECTIONAL FACILITY","Alabama","state"
"21100","Draper QIF","DRAPER QUARANTINE INTAKE FACILITY","Alabama","state"
"22100","Easterling","EASTERLING CORRECTIONAL FACILITY","Alabama","state"
"23100","EASTERLING CORRECTIONAL FACILITY","EASTERLING CORRECTIONAL FACILITY","Alabama","state"
"24100","Elba","ELBA COMMUNITY BASED FACILITY","Alabama","state"
"25100","ELBA COMMUNITY BASED FACILITY/COMMUNITY WORK CENTER","ELBA COMMUNITY BASED FACILITY","Alabama","state"
"26100","Elmore","ELMORE CORRECTIONAL FACILITY","Alabama","state"
"27100","ELMORE CORRECTIONAL FACILITY","ELMORE CORRECTIONAL FACILITY","Alabama","state"
"2890","Fountain","FOUNTAIN CORRECTIONAL FACILITY","Alabama","state"
"2916","FOUNTAIN CORRECTIONAL FACILITY","FOUNTAIN CORRECTIONAL FACILITY","Alabama","state"
"3033","Frank Lee","FRANK LEE COMMUNITY BASED FACILITY","Alabama","state"
"3125","FRANK LEE COMMUNITY BASED FACILITY/COMMUNITY WORK CENTER","FRANK LEE COMMUNITY BASED FACILITY","Alabama","state"
"3210","Hamilton A&I","HAMILTON AGED AND INFIRMED","Alabama","state"
"3310","HAMILTON AGED & INFIRMED","HAMILTON AGED AND INFIRMED","Alabama","state"
"3410","Hamilton CBF","HAMILTON COMMUNITY BASED FACILITY","Alabama","state"
"3516","HAMILTON COMMUNITY BASED FACILITY/COMMUNITY WORK CENTER","HAMILTON COMMUNITY BASED FACILITY","Alabama","state"
"3618","Holman","HOLMAN CORRECTIONAL FACILITY","Alabama","state"
"3710","HOLMAN CORRECTIONAL FACILITY","HOLMAN CORRECTIONAL FACILITY","Alabama","state"
"38100","Kilby","KILBY CORRECTIONAL FACILITY","Alabama","state"
"3910","KILBY CORRECTIONAL FACILITY","KILBY CORRECTIONAL FACILITY","Alabama","state"
"4011","Limestone","LIMESTONE CORRECTIONAL FACILITY","Alabama","state"
"4124","LIMESTONE CORRECTIONAL FACILITY","LIMESTONE CORRECTIONAL FACILITY","Alabama","state"
"42100","Loxley","LOXLEY COMMUNITY BASED FACILITY","Alabama","state"
"43100","LOXLEY COMMUNITY BASED FACILITY/COMMUNITY WORK CENTER","LOXLEY COMMUNITY BASED FACILITY","Alabama","state"
"4410","Mobile","MOBILE COMMUNITY BASED FACILITY","Alabama","state"
"45100","MOBILE COMMUNITY BASED FACILITY/COMMUNITY WORK CENTER","MOBILE COMMUNITY BASED FACILITY","Alabama","state"
"46100","Montgomery","MONTGOMERY WOMENS FACILITY","Alabama","state"
"4710","Montgomery WF","MONTGOMERY WOMENS FACILITY","Alabama","state"
"4816","MONTGOMERY WOMEN’S FACILITY","MONTGOMERY WOMENS FACILITY","Alabama","state"
"49100","North Alabama","NORTH ALABAMA COMMUNITY BASED FACILITY","Alabama","state"
"50100","NORTH ALABAMA COMMUNITY BASED FACILITY/COMMUNITY WORK CENTER","NORTH ALABAMA COMMUNITY BASED FACILITY","Alabama","state"
"5114","Red Eagle","RED EAGLE COMMUNITY BASED FACILITY","Alabama","state"
"5226","RED EAGLE COMMUNITY WORK CENTER","RED EAGLE COMMUNITY BASED FACILITY","Alabama","state"
"5321","St Clair","ST CLAIR CORRECTIONAL FACILITY","Alabama","state"
"5491","St. Clair","ST CLAIR CORRECTIONAL FACILITY","Alabama","state"
"5510","ST CLAIR CORRECTIONAL FACILITY","ST CLAIR CORRECTIONAL FACILITY","Alabama","state"
"5610","Staton","STATON CORRECTIONAL FACILITY","Alabama","state"
"5710","STATON CORRECTIONAL FACILITY","STATON CORRECTIONAL FACILITY","Alabama","state"
"5910","Tutwiler QIF","TUTWILER QUARANTINE INTAKE FACILITY","Alabama","state"
"6010","Ventress","VENTRESS CORRECTIONAL FACILITY","Alabama","state"
"6110","VENTRESS CORRECTIONAL FACILITY","VENTRESS CORRECTIONAL FACILITY","Alabama","state"
"6210","State-Wide","STATEWIDE","Alaska","state"
"6310","State-Wide (for non-specific facilities)","STATEWIDE","Alaska","state"
"6410","State-Wide","STATEWIDE","Alaska","state"
"6510","State-Wide (for non-specific facilities)","STATEWIDE","Alaska","state"
"6610","State-Wide for non-specific facilities","STATEWIDE","Alaska","state"
"6710","State-Wide","STATEWIDE","Alaska","state"
"6810","State-Wide (for non-specific facilities)","STATEWIDE","Alaska","state"
"6910","State-Wide (for staff count)","STATEWIDE","Alaska","state"
"7010","State-Wide for staff count","STATEWIDE","Alaska","state"
"7110","State-Wide","STATEWIDE","Alaska","state"
"7210","State-Wide","STATEWIDE","Alaska","state"
"7310","State-Wide (for non-specific facilities)","STATEWIDE","Alaska","state"
"7410","State-Wide for non-specific facilities","STATEWIDE","Alaska","state"
"7510","State-Wide","STATEWIDE","Alaska","state"
"7610","Statewide","STATEWIDE","Alaska","state"
"7710","State-Wide","STATEWIDE","Alaska","state"
"7810","State-Wide (for non-specific facilities)","STATEWIDE","Alaska","state"
"7910","State-Wide for non-specific facilities","STATEWIDE","Alaska","state"
"8010","State-wide (for non-facility)","STATEWIDE","Alaska","state"
"8110","State-wide (for non-facility)","STATEWIDE","Alaska","state"
"8210","State-Wide (for non-specific facilities)","STATEWIDE","Alaska","state"
"8310","State-Wide for non-specific facilities","STATEWIDE","Alaska","state"
"8410","STATE-WIDE","STATEWIDE","Alaska","state"
"8510","State-Wide","STATEWIDE","Alaska","state"
"8610","State-Wide","STATEWIDE","Alaska","state"
"8710","State-Wide (for non-specific facilities)","STATEWIDE","Alaska","state"
"8810","State-Wide for non-specific facilities","STATEWIDE","Alaska","state"
"8910","State-Wide","STATEWIDE","Alaska","state"
"9010","State-Wide (for non-specific facilities)","STATEWIDE","Alaska","state"
"9110","State-Wide for non-specific facilities","STATEWIDE","Alaska","state"
"9210","State-Wide","STATEWIDE","Alaska","state"
"9310","State-Wide","STATEWIDE","Alaska","state"
"9410","State-Wide","STATEWIDE","Alaska","state"
"9510","State-Wide (for non-specific facilities)","STATEWIDE","Alaska","state"
"9610","State-Wide for non-specific facilities","STATEWIDE","Alaska","state"
"9710","State-Wide","STATEWIDE","Alaska","state"
"9810","State-Wide","STATEWIDE","Alaska","state"
"9910","State-Wide (for non-specific facilities)","STATEWIDE","Alaska","state"
"10010","State-Wide","STATEWIDE","Alaska","state"
"10110","State-wide (for non-facility)","STATEWIDE","Alaska","state"
"10210","State-Wide (for staff count)","STATEWIDE","Alaska","state"
"10310","State-wide for non-facility","STATEWIDE","Alaska","state"
"10410","State-wide (for non-facility)","STATEWIDE","Alaska","state"
"10510","State-wide for non-facility","STATEWIDE","Alaska","state"
"10610","State-Wide (for staff count)","STATEWIDE","Alaska","state"
"10710","State-Wide for staff count","STATEWIDE","Alaska","state"
"10810","State-Wide","STATEWIDE","Alaska","state"
"10910","State-Wide (for non-specific facilities)","STATEWIDE","Alaska","state"
"11010","State-Wide for non-specific facilities","STATEWIDE","Alaska","state"
"11110","State-Wide","STATEWIDE","Alaska","state"
"11210","State-wide","STATEWIDE","Alaska","state"
"11310","State-wide (for non-facility)","STATEWIDE","Alaska","state"
"11410","State-wide for non-facility","STATEWIDE","Alaska","state"
"11510","State-Wide","STATEWIDE","Alaska","state"
"11610","State-Wide (for staff count)","STATEWIDE","Alaska","state"
