"","name","state","jurisdiction","description","security","age","gender","diff_operator_dummy","diff_operator","population","capacity","hifld_id","bjs_id","current","source_population","source_capacity","latitude","longitude","county_fips","zipcode","city","county"
"437","WARE STATE PRISON","Georgia","state","Prison","Max","A","M",NA,NA,1485,1546,10002147,"110000000071700000000","Current","HIFLD","HIFLD",31.25673084,-82.39335661,13299,31501,"WAYCROSS","WARE"
"438","WASHINGTON STATE PRISON","Georgia","state","Prison","Med","A","M",NA,NA,1334,1548,10002126,"110000000074600000000","Current","HIFLD","HIFLD",32.98872379,-82.59490798,13303,31018,"DAVISBORO","WASHINGTON"
"439","WEST CENTRAL INTEGRATED TREATMENT FACILITY","Georgia","state","Prison","Med","A","M",NA,NA,NA,194,10004487,"110000000075500000000","Current","HIFLD","HIFLD",33.11609815,-84.3610402,13231,30295,"ZEBULON","PIKE"
"440","WHEELER CORRECTIONAL FACILITY","Georgia","state","Prison","Med","A","M",NA,NA,2636,2874,10002142,"118000000075800000000","Current","HIFLD","HIFLD",32.1504927,-82.79500753,13309,30411,"ALAMO","WHEELER"
"441","WHITWORTH WOMENS FACILITY","Georgia","state","Prison","Med","A","M",NA,NA,NA,442,NA,NA,"Current",NA,"Public Records",NA,NA,NA,NA,NA,NA
"442","WILCOX STATE PRISON","Georgia","state","Prison","Med","A","M",NA,NA,1789,1827,10000318,"110000000075100000000","Current","HIFLD","Public Records",NA,NA,13315,31001,"ABBEVILLE","WILCOX"
"443","WOMENS PROBATION DETENTION CENTER","Georgia","state","Detention Center",NA,"A","M",NA,NA,NA,236,NA,"110000000077800000000","Current",NA,"Public Records",NA,NA,NA,NA,NA,NA
"444","HAWAII COMMUNITY CORRECTIONAL CENTER","Hawaii","state","Hybrid",NA,"A","B",NA,NA,515,226,10003694,"120000000070300000000","Current","HIFLD","HIFLD",19.71830866,-155.0989632,15001,96720,"HILO","HAWAII"
"445","HALAWA CORRECTIONAL FACILITY","Hawaii","state","Prison","Med","A","B",NA,NA,852,1124,10000124,"120000000070100000000","Current","HIFLD","HIFLD",21.37379134,-157.8989822,15003,96701,"AIEA","HONOLULU"
"446","HONOLULU FEDERAL DETENTION CENTER","Hawaii","federal","Detention Center",NA,"A","B",NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"447","KAUAI COMMUNITY CORRECTIONAL CENTER","Hawaii","state","Hybrid",NA,"A","B",NA,NA,159,130,10003692,"120000000070600000000","Current","HIFLD","HIFLD",22.02515252,-159.3428192,15007,96766,"LIHUE","KAUAI"
"448","KULANI CORRECTIONAL FACILITY","Hawaii","state","Prison",NA,"A",NA,NA,NA,184,200,10000128,NA,"Current","HIFLD","HIFLD",19.54917893,-155.3011053,15001,96720,"HILO","HAWAII"
"449","MAUI COMMUNITY CORRECTIONAL CENTER","Hawaii","state","Hybrid",NA,"A","B",NA,NA,452,301,10000127,"120000000070700000000","Current","HIFLD","HIFLD",20.87701605,-156.4983753,15009,96793,"WAILUKU","MAUI"
"450","MCCO","Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"451","MED","Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"452","OHAU COMMUNITY CORRECTIONAL CENTER","Hawaii","state","Hybrid",NA,"A","B",NA,NA,1268,950,10003691,"120000000070200000000","Current","HIFLD","HIFLD",21.32989382,-157.884874,15003,96819,"HONOLULU","HONOLULU"
"453","SAGUARO CORRECTIONAL CENTER","Hawaii","state","Prison",NA,"A","M","Different Operator","CoreCivic",1617,1926,10003973,"3.8000000076100002E+19","Current","HIFLD","Public Records",NA,NA,4021,85131,"ELOY","PINAL"
"454","STATEWIDE","Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"455","WOMENS COMMUNITY CORRECTIONAL CENTER","Hawaii","state","Prison",NA,"A","M",NA,NA,278,50,10000126,"120000000070500000000","Current","HIFLD","HIFLD",21.37802504,-157.7484499,15003,96734,"KAILUA","HONOLULU"
"456","WAIAWA CORRECTIONAL FACILITY","Hawaii","state","Prison",NA,"A","M",NA,NA,202,334,10001191,"120000000070800000000","Current","HIFLD","HIFLD",21.44465003,-157.9609092,15003,96797,"WAIPAHU","HONOLULU"
"457","CAPP","Idaho",NA,NA,NA,NA,NA,NA,NA,431,442,10006544,"138000000071800000000","Previous","HIFLD","HIFLD",43.46183741,-116.2357735,16001,83634,"KUNA","ADA"
"458","CENTRAL OFFICE","Idaho","state","Administrative",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"459","DISTRICT 1","Idaho","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"460","DISTRICT 3","Idaho","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"461","DISTRICT 4","Idaho","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"462","DISTRICT 5","Idaho","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"463","EAGLE PASS","Idaho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,48323,NA,NA,NA
"464","EAST BOISE COMMUNITY REENTRY CENTER","Idaho","state","Transitional Center","Min","A","M",NA,NA,109,150,10001184,"130000000070700000000","Current","HIFLD","HIFLD",43.60314093,-116.1638439,16001,83712,"BOISE","ADA"
"465","IDAHO CORRECTIONAL INSTITUTION OROFINO","Idaho","state","Prison","Med","A","M",NA,NA,576,580,10001172,"130000000070500000000","Current","HIFLD","HIFLD",46.49197836,-116.2607095,16035,83544,"OROFINO","CLEARWATER"
"466","IDAHO FALLS COMMUNITY REENTRY CENTER","Idaho","state","Transitional Center","Min","A","M",NA,NA,95,112,10001186,"130000000071300000000","Current","HIFLD","HIFLD",43.46230015,-112.0639693,16019,83402,"IDAHO FALLS","BONNEVILLE"
"467","IDAHO MAXIMUM SECURITY INSTIUTION","Idaho","state","Prison","Max","A","M",NA,NA,1473,549,10001181,"130000000070900000000","Current","HIFLD","HIFLD",43.47938786,-116.2189574,16001,83634,"KUNA","ADA"
"468","IDAHO STATE CORRECTIONAL CENTER","Idaho","state","Prison","Min","A","M",NA,NA,2181,128,10001183,NA,"Current","HIFLD","HIFLD",43.47119944,-116.2375874,16001,83634,"KUNA","ADA"
"469","IDAHO STATE CORRECTIONAL INSTITUTION","Idaho","state","Prison","Med","A","M",NA,NA,1473,446,10001181,"130000000070100000000","Current","HIFLD","HIFLD",43.47938786,-116.2189574,16001,83634,"KUNA","ADA"
"470","NCRC","Idaho",NA,NA,NA,NA,NA,NA,NA,96,108,10001177,"130000000070600000000","Previous","HIFLD","HIFLD",43.59891476,-116.5347832,16027,83687,"NAMPA","CANYON"
"471","NORTH IDAHO CORRRECTIONAL INSTIUTION","Idaho","state","Prison","Min","A","M",NA,NA,409,414,10001173,"130000000070200000000","Current","HIFLD","HIFLD",46.07917307,-116.4280588,16049,83522,"COTTONWOOD","IDAHO"
"472","POCATELLO WOMENS CORRECTIONAL CENTER","Idaho","state","Reception Center","Max/Min","A","F",NA,NA,323,331,10001187,"130000000071100000000","Current","HIFLD","HIFLD",42.84256222,-112.4506302,16005,83204,"POCATELLO","BANNOCK"
"473","SAINT ANTHONY WORK CAMP","Idaho","state","Work Camp","Min","A","M",NA,NA,253,262,10001176,"130000000071000000000","Current","HIFLD","HIFLD",43.96809846,-111.6935417,16043,83445,"ST ANTHONY","FREMONT"
"474","SOUTH BOISE WOMENS CORRECTIONAL CENTER","Idaho","state","Transitional Center",NA,"A","F",NA,NA,293,306,10001185,"130000000071500000000","Current","HIFLD","HIFLD",43.48338,-116.23392,16001,83634,"KUNA","ADA"
"475","SOUTH IDAHO CORRECTIONAL INSTIUTION","Idaho","state","Prison",NA,"A","B",NA,NA,1473,600,10001181,"130000000070800000000","Current","HIFLD","HIFLD",43.47938786,-116.2189574,16001,83634,"KUNA","ADA"
"476","STATEWIDE","Idaho","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"477","TREASURE VALLEY COMMUNITY REENTRY CENTER","Idaho","state","Transitional Center","Min","A","F",NA,NA,102,108,10004339,NA,"Current","HIFLD","HIFLD",43.6574178,-116.6678165,16001,83634,"KUNA","ADA"
"478","ALPHA HOUSE OF SPRINGFIELD","Illinois","federal","Transitional Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"479","BIG MUDDY RIVER CORRECTIONAL CENTER","Illinois","state","Prison","Med","A","M",NA,NA,1218,1962,10002259,"140000000074800000000","Current","Public Records","Public Records",NA,NA,17081,62846,"INA","JEFFERSON"
"480","CENTRAL TERRITORIAL OF THE SALVATION ARMY DBA SALVATION ARMY CORRECTIONAL SER RRC CHICAGO","Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"140000000072500000000","Previous",NA,NA,41.8957344,-87.7096727,17031,60651,"CHICAGO",NA
"481","CENTRALIA CORRECTIONAL CENTER","Illinois","state","Prison","Med","A","M",NA,NA,1209,1572,10000683,NA,"Current","Public Records","Public Records",NA,NA,17027,62801,"CENTRALIA","CLINTON"
"482","CHICAGO IL","Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,17031,NA,NA,NA
"483","CHICAGO METROPOLITAN CORRECTIONAL CENTER","Illinois","federal","Prison",NA,"A","B",NA,NA,668,668,10001470,NA,"Current","HIFLD","HIFLD",41.87658453,-87.63048213,17031,60605,"CHICAGO","COOK"
"484","COOK COUNTY JAIL","Illinois","county","Jail",NA,NA,NA,NA,NA,8216,10000,10000634,NA,"Current","HIFLD","HIFLD",41.8425,-87.6971,17031,60608,"CHICAGO","COOK"
"485","CROSSROADS ADULT TRANSITION CENTER","Illinois","state","Transitional Center",NA,"A","M","Different Operator",NA,325,374,10000635,"148000000075500000000","Current","HIFLD","HIFLD",41.87048357,-87.70635938,17031,60624,"CHICAGO","COOK"
"486","DANVILLE CORRECTIONAL CENTER","Illinois","state","Prison","Med","A","M",NA,NA,1605,1854,10000662,"140000000074200000000","Current","HIFLD","HIFLD",40.12956679,-87.53645593,17183,61834,"DANVILLE","VERMILION"
"487","DECATUR CORRECTIONAL CENTER","Illinois","state","Prison","Min","A","M",NA,NA,535,707,10000669,"140000000076100000000","Current","Public Records","Public Records",NA,NA,17115,62524,"DECATUR","MACON"
"488","DIXON CORRECTIONAL INSTITUTE","Illinois",NA,NA,NA,NA,NA,NA,NA,2051,2529,10000642,"140000000072600000000","Previous","HIFLD","HIFLD",41.8737451,-89.47817317,17103,61021,"DIXON","LEE"
"489","EAST MOLINE CORRECTIONAL CENTER","Illinois","state","Prison","Min","A","M",NA,NA,1175,1383,10000644,"140000000072700000000","Current","HIFLD","HIFLD",41.53372905,-90.41912151,17161,61244,"EAST MOLINE","ROCK ISLAND"
"490","ELGIN TREATMENT CENTER","Illinois","state","Medical Facility","Max/Min","A","B",NA,NA,18,56,10006979,NA,"Current","Public Records","Public Records",NA,NA,17089,60123,"ELGIN","KANE"
"491","FOX VALLEY ADULT TRANSITION CENTER","Illinois","state","Transitional Center",NA,"A","F",NA,NA,127,128,10000638,"140000000071200000000","Current","HIFLD","HIFLD",41.78792125,-88.3202916,17089,60506,"AURORA","KANE"
"492","GENERAL OFFICE","Illinois","state","Administrative",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"493","GRAHAM CORRECTIONAL CENTER","Illinois","state","Reception Center","Med","A","M",NA,NA,1803,1596,10000674,"140000000073000000000","Current","HIFLD","HIFLD",39.12648969,-89.47493262,17135,62049,"HILLSBORO","MONTGOMERY"
"494","GREENVILLE FCI","Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"146003666070900000000","Previous",NA,NA,NA,NA,NA,NA,NA,NA
"495","HILL CORRECTIONAL CENTER","Illinois","state","Prison","Med","A","M",NA,NA,1643,1867,10000653,"140000000074300000000","Current","HIFLD","HIFLD",40.93974548,-90.40695799,17095,61401,"GALESBURG","KNOX"
"496","ILLINOIS RIVER CORRECTIONAL CENTER","Illinois","state","Prison","Med","A","M",NA,NA,1770,2094,10000660,"140000000074500000000","Current","HIFLD","Public Records",NA,NA,17057,61520,"CANTON","FULTON"
"497","JACKSONVILLE CORRECTIONAL CENTER","Illinois","state","Prison","Min","A","M",NA,NA,965,1020,10000671,"140000000073100000000","Current","HIFLD","HIFLD",39.72668976,-90.17561449,17137,62650,"JACKSONVILLE","MORGAN"
"498","JOLIET TREATMENT CENTER","Illinois","state","Medical Facility",NA,"A","M",NA,NA,196,486,10000646,NA,"Current","HIFLD","HIFLD",41.51234669,-88.15264614,17197,60436,"JOLIET","WILL"
"499","KEWANEE LIFE SKILLS REENTRY CENTER","Illinois","state","Transitional Center",NA,"A","M",NA,NA,278,682,10004677,NA,"Current","HIFLD","HIFLD",41.25333209,-89.89171233,17073,61443,"KEWANEE","HENRY"
"500","LAWRENCE CORRECTIONAL CENTER","Illinois","state","Prison","Med","A","M",NA,NA,2042,2380,10000682,"140000000076800000000","Current","Public Records","Public Records",NA,NA,17101,62466,"SUMNER","LAWRENCE"
"501","LINCOLN CORRECTIONAL CENTER","Illinois","state","Prison","Min","A","M",NA,NA,964,1019,10000664,"140000000073200000000","Current","Public Records","Public Records",NA,NA,17107,62656,"LINCOLN","LOGAN"
"502","LINCOLN CORRECTIONAL CENTER","Illinois","state","Prison","Min","A","M",NA,NA,964,1019,10004138,"140000000073200000000","Current","Public Records","Public Records",NA,NA,31109,68522,"LINCOLN","LANCASTER"
"503","LOGAN CORRECTIONAL CENTER","Illinois","state","Prison",NA,"A","F",NA,NA,1588,1667,10000665,"140000000070600000000","Current","HIFLD","HIFLD",40.1140649,-89.3881401,17107,62656,"LINCOLN","LOGAN"
"504","MARION UNITED STATES PENITENTIARY","Illinois","federal","Prison","Med/Min","A","M",NA,NA,1129,1129,10000694,"146100666070600000000","Current","HIFLD","HIFLD",37.66315314,-88.98406132,17199,62959,"MARION","WILLIAMSON"
"505","MENARD CORRECTIONAL CENTER","Illinois","state","Prison","Max/Min","A","M",NA,NA,1834,3861,10000687,"140000000070200000000","Current","HIFLD","HIFLD",37.91268569,-89.84197817,17157,62259,"MENARD","RANDOLPH"
"506","MMC CHICAGO","Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,17031,NA,NA,NA
"507","MURPHYSBORO CORRECTIONAL CENTER","Illinois","state","Transitional Center","Min","A","M",NA,NA,171,240,NA,NA,"Current","Public Records","Public Records",NA,NA,NA,NA,NA,NA
"508","NORTH LAWNDALE ADULT TRANSITION CENTER","Illinois","state","Transitional Center",NA,"A","M",NA,NA,200,208,10000636,"148000000076600000000","Current","HIFLD","HIFLD",41.868038,-87.697785,17031,60612,"CHICAGO","COOK"
"509","PAROLE","Illinois","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"510","PEKIN FEDERAL CORRECTIONAL INSTITUTION","Illinois","federal","Prison","Med/Min","A","F",NA,NA,NA,NA,NA,"146090666070800000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"511","PEORIA ADULT TRANSITION CENTER","Illinois","state","Transitional Center",NA,"A","M",NA,NA,244,248,NA,"140000000074100000000","Current","Public Records","Public Records",NA,NA,NA,NA,NA,NA
"512","PINCKNEYVILLE CORRECTIONAL CENTER","Illinois","state","Prison","Med","A","M",NA,NA,1901,2389,10000688,"140000000076000000000","Current","Public Records","Public Records",NA,NA,17145,62274,"PINCKNEYVILLE","PERRY"
"513","PONTIAC CORRECTIONAL CENTER","Illinois","state","Prison","Max","A","M",NA,NA,1160,1255,10000655,"140000000070500000000","Current","HIFLD","HIFLD",40.86928355,-88.63603689,17105,61764,"PONTIAC","LIVINGSTON"
"514","ROBINSON CORRECTIONAL CENTER","Illinois","state","Prison","Min","A","M",NA,NA,1121,1223,10000678,"140000000074700000000","Current","Public Records","Public Records",NA,NA,17033,62454,"ROBINSON","CRAWFORD"
"515","RRC CHICAGO IL","Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,17031,NA,NA,NA
"516","SHAWNEE CORRECTIONAL CENTER","Illinois","state","Prison","Med","A","M",NA,NA,1576,1863,10000695,"140000000074000000000","Current","Public Records","Public Records",NA,NA,17087,62995,"VIENNA","JOHNSON"
"517","SHERIDAN CORRECTIONAL CENTER","Illinois","state","Prison","Med","A","M",NA,NA,1670,1579,10000652,"140000000070900000000","Current","HIFLD","HIFLD",41.51604912,-88.68465975,17099,60551,"SHERIDAN","LA SALLE"
"518","SOUTHWESTERN ILLINOIS CORRECTIONAL CENTER","Illinois","state","Prison","Min","A","M",NA,NA,598,631,10000685,"140000000075110011401","Current","HIFLD","HIFLD",38.61691302,-90.0908182,17163,62203,"EAST ST LOUIS","ST CLAIR"
"519","STATEVILLE CORRECTIONAL CENTER","Illinois","state","Prison","Max","A","M",NA,NA,1262,4134,10000647,"140000000072300000000","Current","HIFLD","HIFLD",41.57873778,-88.09456267,17197,60434,"JOLIET","WILL"
"520","STATEVILLE NORTHERN RECEPTION AND CLASSIFICATION CENTER","Illinois","state","Reception Center",NA,"A","M",NA,NA,1173,1800,10000647,NA,"Current","HIFLD","HIFLD",41.57873778,-88.09456267,17197,60434,"JOLIET","WILL"
"521","TAYLORVILLE CORRECTIONAL CENTER","Illinois","state","Prison","Min","A","M",NA,NA,1028,1221,10000673,"140000000075300000000","Current","Public Records","Public Records",NA,NA,17021,62568,"TAYLORVILLE","CHRISTIAN"
"522","THOMSON UNITED STATES PENITENTIARY","Illinois","federal","Prison","Max/Min","A","M",NA,NA,703,703,10000633,NA,"Current","HIFLD","HIFLD",41.97296619,-90.10929881,17015,61285,"THOMSON","CARROLL"
"523","VANDALIA CORRECTIONAL CENTER","Illinois","state","Prison","Min","A","M",NA,NA,1068,1300,10000677,"140000000070800000000","Current","Public Records","Public Records",NA,NA,17051,62471,"VANDALIA","FAYETTE"
"524","VIENNA CORRECTIONAL CENTER","Illinois","state","Prison","Min","A","M",NA,NA,920,1155,10004734,"140000000070700000000","Current","Public Records","Public Records",NA,NA,17087,62995,"VIENNA","JOHNSON"
"525","WESTERN ILLINOIS CORRECTIONAL CENTER","Illinois","state","Prison","Med","A","M",NA,NA,1633,1973,10000667,"140000000074400000000","Current","HIFLD","HIFLD",39.96285696,-90.75396657,17009,62353,"MOUNT STERLING","BROWN"
"526","BRANCHVILLE CORRECTIONAL FACILITY","Indiana","state","Prison","Med","A","M",NA,NA,1387,1485,10001075,NA,"Current","HIFLD","HIFLD",38.15137828,-86.59980056,18123,47514,"BRANCHVILLE","PERRY"
"527","BRANCHVILLE CORRECTIONAL FACILITY","Indiana","state","Prison","Med","A","M",NA,NA,1387,NA,NA,"150000000072000000000","Current","Public Records",NA,NA,NA,18123,NA,NA,NA
"528","CASS COUNTY JAIL RRC","Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"529","CENTRAL OFFICE","Indiana","state","Administrative",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"530","CHAIN OLAKES CORRECTIONAL FACILITY","Indiana","state","Prison","Min","A","M",NA,NA,135,125,10004895,"150000000071400000000","Current","HIFLD","HIFLD",41.33701028,-85.35310253,18113,46701,"ALBION","NOBLE"
"531","COMMUNITY EDUCATION CENTERS IN","Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"532","CORRECTIONAL INDUSTRIAL FACILITY","Indiana","state","Prison","Med","A","M",NA,NA,1458,1416,10001060,"150000000072200000000","Current","HIFLD","HIFLD",39.97598494,-85.77135909,18095,46064,"PENDLETON","MADISON"
"533","EDINBURGH CORRECTIONAL FACILITY","Indiana","state","Prison","Min","A","M",NA,NA,340,NA,NA,"150000000073400000000","Current","Public Records",NA,NA,NA,18081,NA,NA,NA
"534","EDINBURGH CORRECTIONAL FACILITY","Indiana","state","Prison","Min","A","M",NA,NA,340,344,10004920,NA,"Current","HIFLD","HIFLD",39.35145302,-86.0386027,18081,46124,"EDINBURGH","JOHNSON"
"535","HERITAGE TRAIL CORRECTIONAL FACILITY","Indiana","state","Prison","Min","A","M",NA,NA,857,2300,10006309,NA,"Current","Public Records","Public Records",NA,NA,18063,46168,"PLAINFIELD","HENDRICKS"
"536","INDIANA STATE PRISON","Indiana","state","Prison","Max/Min","A","M",NA,NA,2364,2434,10005599,"150000000070100000000","Current","HIFLD","HIFLD",41.70343089,-86.9173169,18091,46360,"MICHIGAN CITY","LAPORTE"
"537","INDIANA WOMENS PRISON","Indiana","state","Prison","Max/Min","A","M",NA,NA,696,720,NA,NA,"Current","Public Records","Public Records",NA,NA,18097,NA,NA,NA
"538","INDIANA WOMENS PRISON","Indiana","state","Prison","Max/Min","A","M",NA,NA,696,720,10001065,"150000000070300000000","Current","HIFLD","HIFLD",39.80094018,-86.29189795,18097,46214,"INDIANAPOLIS","MARION"
"539","LAPORTE JUVENILE CORRECTIONAL FACILITY","Indiana","state","Reception Center","Max/Min","J","M",NA,NA,21,62,10001053,NA,"Current","HIFLD","Public Records",41.61206231,-86.72292259,18091,46350,"LA PORTE","LAPORTE"
"540","LOGANSPORT INTAKE LCU","Indiana",NA,NA,NA,NA,NA,NA,NA,157,92,10004903,NA,"Previous","HIFLD","HIFLD",40.74154606,-86.40152309,18017,46947,"LOGANSPORT","CASS"
"541","LOGANSPORT JUVENILE CORRECTIONAL FACILITY","Indiana","state","Prison","Med","J","M",NA,NA,23,NA,NA,NA,"Current","Public Records",NA,40.7568407,-86.3609214,18017,46947,"LOGANSPORT",NA
"542","LOGANSPORT JUVENILE CORRECTIONAL FACILITY","Indiana","state","Prison","Med","J","M",NA,NA,23,92,10004903,NA,"Current","HIFLD","HIFLD",40.74154606,-86.40152309,18017,46947,"LOGANSPORT","CASS"
"543","MADISON CORRECTIONAL FACILITY","Indiana","state","Prison","Min","A","M",NA,NA,709,167,10006545,"150000000072700000000","Current","HIFLD","HIFLD",38.74778116,-85.40047051,18077,47250,"MADISON","JEFFERSON"
"544","MIAMI CORRECTIONAL FACILITY","Indiana","state","Prison","Max/Min","A","M",NA,NA,3111,3150,10001059,"150000000073500000000","Current","HIFLD","HIFLD",40.6459301,-86.13530041,18103,46914,"BUNKER HILL","MIAMI"
"545","NEW CASTLE CORRECTIONAL FACILITY","Indiana","state","Prison","Med","A","M",NA,NA,3130,3100,10004913,"150000000073700000000","Current","HIFLD","HIFLD",39.96237788,-85.37022541,18065,47362,"NEW CASTLE","HENRY"
"546","PENDLETON CORRECTIONAL FACILITY","Indiana","state","Prison","Max/Med","A","M",NA,NA,1862,1800,10001061,"150000000070200000000","Current","HIFLD","HIFLD",39.98338112,-85.76085702,18095,46064,"PENDLETON","MADISON"
"547","PENDLETON JUVENILE CORRECTIONAL FACILITY","Indiana","state","Prison","Max","J","M",NA,NA,200,391,10001062,NA,"Current","HIFLD","HIFLD",39.96907067,-85.77458045,18095,46064,"PENDLETON","MADISON"
