"name","state","jurisdiction","description","security","age","gender","diff_operator_dummy","diff_operator","population","capacity","hifld_id","bjs_id","current","source_population","source_capacity","latitude","longitude","county_fips","zipcode","city","county"
"VANDALIA CORRECTIONAL CENTER","Illinois","state","Prison","Min","A","M",NA,NA,1068,1300,10000677,"140000000070800000000","Current","Public Records","Public Records",NA,NA,17051,62471,"VANDALIA","FAYETTE"
"VIENNA CORRECTIONAL CENTER","Illinois","state","Prison","Min","A","M",NA,NA,920,1155,10004734,"140000000070700000000","Current","Public Records","Public Records",NA,NA,17087,62995,"VIENNA","JOHNSON"
"WESTERN ILLINOIS CORRECTIONAL CENTER","Illinois","state","Prison","Med","A","M",NA,NA,1633,1973,10000667,"140000000074400000000","Current","HIFLD","HIFLD",39.96285696,-90.75396657,17009,62353,"MOUNT STERLING","BROWN"
"BRANCHVILLE CORRECTIONAL FACILITY","Indiana","state","Prison","Med","A","M",NA,NA,1387,1485,10001075,NA,"Current","HIFLD","HIFLD",38.15137828,-86.59980056,18123,47514,"BRANCHVILLE","PERRY"
"BRANCHVILLE CORRECTIONAL FACILITY","Indiana","state","Prison","Med","A","M",NA,NA,1387,NA,NA,"150000000072000000000","Current","Public Records",NA,NA,NA,18123,NA,NA,NA
"CASS COUNTY JAIL RRC","Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"CENTRAL OFFICE","Indiana","state","Administrative",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"CHAIN OLAKES CORRECTIONAL FACILITY","Indiana","state","Prison","Min","A","M",NA,NA,135,125,10004895,"150000000071400000000","Current","HIFLD","HIFLD",41.33701028,-85.35310253,18113,46701,"ALBION","NOBLE"
"COMMUNITY EDUCATION CENTERS IN","Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"CORRECTIONAL INDUSTRIAL FACILITY","Indiana","state","Prison","Med","A","M",NA,NA,1458,1416,10001060,"150000000072200000000","Current","HIFLD","HIFLD",39.97598494,-85.77135909,18095,46064,"PENDLETON","MADISON"
"EDINBURGH CORRECTIONAL FACILITY","Indiana","state","Prison","Min","A","M",NA,NA,340,NA,NA,"150000000073400000000","Current","Public Records",NA,NA,NA,18081,NA,NA,NA
"EDINBURGH CORRECTIONAL FACILITY","Indiana","state","Prison","Min","A","M",NA,NA,340,344,10004920,NA,"Current","HIFLD","HIFLD",39.35145302,-86.0386027,18081,46124,"EDINBURGH","JOHNSON"
"HERITAGE TRAIL CORRECTIONAL FACILITY","Indiana","state","Prison","Min","A","M",NA,NA,857,2300,10006309,NA,"Current","Public Records","Public Records",NA,NA,18063,46168,"PLAINFIELD","HENDRICKS"
"INDIANA STATE PRISON","Indiana","state","Prison","Max/Min","A","M",NA,NA,2364,2434,10005599,"150000000070100000000","Current","HIFLD","HIFLD",41.70343089,-86.9173169,18091,46360,"MICHIGAN CITY","LAPORTE"
"INDIANA WOMENS PRISON","Indiana","state","Prison","Max/Min","A","M",NA,NA,696,720,NA,NA,"Current","Public Records","Public Records",NA,NA,18097,NA,NA,NA
"INDIANA WOMENS PRISON","Indiana","state","Prison","Max/Min","A","M",NA,NA,696,720,10001065,"150000000070300000000","Current","HIFLD","HIFLD",39.80094018,-86.29189795,18097,46214,"INDIANAPOLIS","MARION"
"LAPORTE JUVENILE CORRECTIONAL FACILITY","Indiana","state","Reception Center","Max/Min","J","M",NA,NA,21,62,10001053,NA,"Current","HIFLD","Public Records",41.61206231,-86.72292259,18091,46350,"LA PORTE","LAPORTE"
"LOGANSPORT INTAKE LCU","Indiana",NA,NA,NA,NA,NA,NA,NA,157,92,10004903,NA,"Previous","HIFLD","HIFLD",40.74154606,-86.40152309,18017,46947,"LOGANSPORT","CASS"
"LOGANSPORT JUVENILE CORRECTIONAL FACILITY","Indiana","state","Prison","Med","J","M",NA,NA,23,NA,NA,NA,"Current","Public Records",NA,40.7568407,-86.3609214,18017,46947,"LOGANSPORT",NA
"LOGANSPORT JUVENILE CORRECTIONAL FACILITY","Indiana","state","Prison","Med","J","M",NA,NA,23,92,10004903,NA,"Current","HIFLD","HIFLD",40.74154606,-86.40152309,18017,46947,"LOGANSPORT","CASS"
"MADISON CORRECTIONAL FACILITY","Indiana","state","Prison","Min","A","M",NA,NA,709,167,10006545,"150000000072700000000","Current","HIFLD","HIFLD",38.74778116,-85.40047051,18077,47250,"MADISON","JEFFERSON"
"MIAMI CORRECTIONAL FACILITY","Indiana","state","Prison","Max/Min","A","M",NA,NA,3111,3150,10001059,"150000000073500000000","Current","HIFLD","HIFLD",40.6459301,-86.13530041,18103,46914,"BUNKER HILL","MIAMI"
"NEW CASTLE CORRECTIONAL FACILITY","Indiana","state","Prison","Med","A","M",NA,NA,3130,3100,10004913,"150000000073700000000","Current","HIFLD","HIFLD",39.96237788,-85.37022541,18065,47362,"NEW CASTLE","HENRY"
"PENDLETON CORRECTIONAL FACILITY","Indiana","state","Prison","Max/Med","A","M",NA,NA,1862,1800,10001061,"150000000070200000000","Current","HIFLD","HIFLD",39.98338112,-85.76085702,18095,46064,"PENDLETON","MADISON"
"PENDLETON JUVENILE CORRECTIONAL FACILITY","Indiana","state","Prison","Max","J","M",NA,NA,200,391,10001062,NA,"Current","HIFLD","HIFLD",39.96907067,-85.77458045,18095,46064,"PENDLETON","MADISON"
"PLAINFIELD CORRECTIONAL FACILITY HENDRICKS COUNTY","Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150000000070800000000","Previous",NA,NA,NA,NA,18063,NA,NA,NA
"PLAINFIELD CORRECTIONAL FACILITY","Indiana","state","Prison","Med","A","M",NA,NA,1499,695,10001067,NA,"Current","HIFLD","HIFLD",39.68899972,-86.41604046,18063,46168,"PLAINFIELD","HENDRICKS"
"PUTNAMVILLE CORRECTIONAL FACILITY","Indiana","state","Prison","Med","A","M",NA,NA,2163,2510,10001071,"150000000070600000000","Current","HIFLD","HIFLD",39.56503726,-86.88666488,18133,46135,"GREENCASTLE","PUTNAM"
"RECEPTION AND DIAGNOSTIC CENTER","Indiana","state","Reception Center",NA,"A","M",NA,NA,655,695,10001067,"150000000070400000000","Current","HIFLD","HIFLD",39.68899972,-86.41604046,18063,46168,"PLAINFIELD","HENDRICKS"
"ROCKVILLE CORRECTIONAL FACILITY","Indiana","state","Prison","Max","A","M",NA,NA,1139,1269,10001063,"150000000072500000000","Current","HIFLD","HIFLD",39.77431571,-87.25434717,18121,47872,"ROCKVILLE","PARKE"
"SOUTH BEND COMMUNITY SBCRC","Indiana",NA,NA,NA,NA,NA,NA,NA,150,172,10001054,"150000000070900000000","Previous","HIFLD","HIFLD",41.7215113,-86.3120723,18141,46628,"SOUTH BEND","ST JOSEPH"
"SOUTH BEND REENTRY CENTER","Indiana","state","Transitional Center","Min","A","M",NA,NA,186,NA,NA,NA,"Current","Public Records",NA,NA,NA,NA,NA,NA,NA
"STATEWIDE","Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"TERRE HAUTE FEDERAL CORRECTIONAL INSTITUTION","Indiana","federal","Prison","Med/Min","A","M",NA,NA,NA,NA,NA,"156084666070600000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"TERRE HAUTE UNITED STATES PENITENTIARY","Indiana","federal","Prison","Max","A","M",NA,NA,1355,1355,10004923,"156084666070500000000","Current","HIFLD","HIFLD",NA,NA,18167,47802,"TERRE HAUTE","VIGO"
"VOLUNEERS OF AMERICA INC RRC INDIANAPOLIS","Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"158000000073800000000","Previous",NA,NA,NA,NA,NA,NA,NA,NA
"WABASH VALLEY CORRECTIONAL FACILITY","Indiana","state","Prison","Max/Min","A","M",NA,NA,2102,2000,10001072,"150000000073000000000","Current","HIFLD","HIFLD",38.97792912,-87.40030287,18153,47838,"CARLISLE","SULLIVAN"
"WESTVILLE CORRECTIONAL FACILITY","Indiana","state","Prison","Med","A","M",NA,NA,2989,NA,NA,"150000000070500000000","Current","Public Records",NA,NA,NA,18091,NA,NA,NA
"WESTVILLE CORRECTIONAL FACILITY","Indiana","state","Prison","Med","A","M",NA,NA,2989,3200,10001051,NA,"Current","HIFLD","HIFLD",41.52575257,-86.90808495,18091,46391,"WESTVILLE","LAPORTE"
"ANAMOSA STATE PENITENTIARY","Iowa","state","Prison","Max/Med","A","M",NA,NA,969,911,10001082,"160000000070200000000","Current","HIFLD","HIFLD",42.11129071,-91.29127202,19105,52205,"ANAMOSA","JONES"
"CLARINDA CORRECTIONAL FACILITY","Iowa","state","Prison","Med","A","M",NA,NA,987,961,10001099,"160000000071700000000","Current","HIFLD","HIFLD",40.76249094,-95.03582563,19145,51632,"CLARINDA","PAGE"
"FORT DODGE CORRECTIONAL FACILITY","Iowa","state","Prison","Med","A","M",NA,NA,1252,1392,10001077,"160000000073600000000","Current","HIFLD","HIFLD",42.48489252,-94.19609253,19187,50501,"FORT DODGE","WEBSTER"
"IOWA CORRECTIONAL INSTIUTION FOR WOMEN","Iowa","state","Prison","Med","A","M",NA,NA,711,774,10001087,"160000000071600000000","Current","HIFLD","HIFLD",41.66299579,-93.3661037,19153,50169,"MITCHELLVILLE","POLK"
"IOWA MEDICAL AND CLASSIFICATION CENTER","Iowa","state","Reception Center","Med","A","M",NA,NA,894,585,10001091,"160000000070400000000","Current","HIFLD","HIFLD",41.71369597,-91.61182585,19103,52241,"CORALVILLE","JOHNSON"
"IOWA STATE PENITENTIARY","Iowa","state","Prison","Max/Med","A","M",NA,NA,688,772,10001100,"160000000070100000000","Current","HIFLD","HIFLD",40.65361883,-91.30326789,19111,52627,"FORT MADISON","LEE"
"MT PLEASANT CORRECTIONAL FACILITY","Iowa","state","Prison","Min","A","M",NA,NA,1018,776,10001096,"160000000070500000000","Current","HIFLD","HIFLD",40.95581384,-91.53617358,19087,52641,"MOUNT PLEASANT","HENRY"
"NEWTON CORRECTIONAL FACILITY","Iowa","state","Prison","Med/Min","A","M",NA,NA,924,1050,10001090,"160000000070700000000","Current","HIFLD","HIFLD",41.62717022,-93.05696851,19099,50208,"NEWTON","JASPER"
"NORTH CENTRAL","Iowa","state","Prison","Min","A","M",NA,NA,485,245,10001080,"160000000070300000000","Current","HIFLD","HIFLD",42.39222762,-94.60437667,19025,50579,"ROCKWELL CITY","CALHOUN"
"POLK COUNTY JAIL","Iowa","county","Jail",NA,NA,NA,NA,NA,28,38,10005405,NA,"Current","HIFLD","HIFLD",NA,NA,29167,65613,"BOLIVAR","POLK"
"POLK COUNTY JAIL","Iowa","county","Jail",NA,NA,NA,NA,NA,-999,25,10005524,NA,"Current","HIFLD","HIFLD",NA,NA,37149,28722,"COLUMBUS","POLK"
"POLK COUNTY JAIL","Iowa","county","Jail",NA,NA,NA,NA,NA,2,3,10006087,NA,"Current","HIFLD","HIFLD",NA,NA,31143,68651,"OSCEOLA","POLK"
"POLK COUNTY JAIL","Iowa","county","Jail",NA,NA,NA,NA,NA,204,196,10002972,NA,"Current","HIFLD","HIFLD",NA,NA,41053,97338,"DALLAS","POLK"
"POLK COUNTY JAIL","Iowa","county","Jail",NA,NA,NA,NA,NA,187,362,10001277,NA,"Current","HIFLD","HIFLD",NA,NA,48373,77351,"LIVINGSTON","POLK"
"POLK COUNTY JAIL","Iowa","county","Jail",NA,NA,NA,NA,NA,117,-999,10002529,NA,"Current","HIFLD","HIFLD",NA,NA,55095,54810,"BALSAM LAKE","POLK"
"STATEWIDE","Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"THE FIFTH JUDICIAL DISTRICT OF DES MOINES RRC","Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"EL DORADO CORRECTIONAL FACILITY","Kansas","state","Reception Center","Max","A","M",NA,NA,2026,1511,10001045,"170000000071700000000","Current","HIFLD","HIFLD",37.80325673,-96.81713261,20015,67042,"EL DORADO","BUTLER"
"ELLSWORTH CORRECTIONAL FACILITY","Kansas","state","Prison",NA,"A","M",NA,NA,909,832,10001040,"170000000071400000000","Current","HIFLD","HIFLD",38.74301147,-98.23215008,20053,67439,"ELLSWORTH","ELLSWORTH"
"GEO REENTRY INC RRC LEAVENWORTH","Kansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"178052666072200000000","Previous",NA,NA,NA,NA,20103,NA,NA,NA
"HUTCHINSON CORRECTIONAL FACILITY","Kansas","state","Prison",NA,"A","M",NA,NA,1898,1784,10001043,"170000000070300000000","Current","HIFLD","HIFLD",38.04458476,-97.91073579,20155,67504,"HUTCHINSON","RENO"
"KANSAS JUVENILE CORRECTIONAL COMPLEX","Kansas","state","Prison",NA,"J","M",NA,NA,185,235,10001034,NA,"Current","HIFLD","HIFLD",39.09678729,-95.68423367,20177,66618,"TOPEKA","SHAWNEE"
"LANSING CORRECTIONAL FACILITY","Kansas","state","Prison","Max/Min","A","M",NA,NA,1683,2489,10001030,"170000000070200000000","Current","HIFLD","HIFLD",39.25190411,-94.89130455,20103,66043,"LANSING","LEAVENWORTH"
"LARNED CORRECTIONAL FACILITY","Kansas","state","Medical Facility",NA,"A",NA,NA,NA,571,310,10001830,"170000000071800000000","Current","HIFLD","HIFLD",38.17710787,-99.15101294,20145,67550,"LARNED","PAWNEE"
"LEAVENWORTH UNITED STATES PENITENTIARY","Kansas","federal","Prison","Med/Min","A","M",NA,NA,NA,NA,NA,"176052666070300000000","Current",NA,NA,NA,NA,20103,NA,NA,NA
"LEAVENWORTH UNITED STATES PENITENTIARY","Kansas","federal","Prison","Med/Min","A","M",NA,NA,1360,1134,10001029,"176052666070200000000","Current","HIFLD","HIFLD",39.33105504,-94.93580759,20103,66048,"LEAVENWORTH","LEAVENWORTH"
"NORTON CORRECTIONAL FACILITY","Kansas","state","Prison","Med/Min","A","M",NA,NA,971,867,10001028,"170000000071200000000","Current","HIFLD","HIFLD",39.84416321,-99.81637284,20137,67654,"NORTON","NORTON"
"STATEWIDE","Kansas","state","Geographic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,NA,NA,NA,NA,NA,NA
"THE MIRROR INC RRC TOPEKA","Kansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"TOPEKA CORRECTIONAL FACILITY","Kansas","state","Prison","Max/Min","A","F",NA,NA,899,764,10001033,"170000000071100000000","Current","HIFLD","HIFLD",39.04069275,-95.6254707,20177,66607,"TOPEKA","SHAWNEE"
"LEAVENWORTH UNITED STATES PENITENTIARY","Kansas","federal","Prison","Med/Min","A","M",NA,NA,NA,NA,NA,"176052666070200000000","Current",NA,NA,NA,NA,20103,NA,NA,NA
"WICHITA WORK RELEASE","Kansas","state","Transitional Center","Min","A","M",NA,NA,251,250,10001048,"170000000070800000000","Current","HIFLD","HIFLD",37.68209659,-97.33329523,20173,67202,"WICHITA","SEDGWICK"
"WINFIELD CORRECTIONAL FACILITY","Kansas","state","Prison","Min","A","M",NA,NA,612,554,10001050,"170000000071000000000","Current","HIFLD","HIFLD",37.26426587,-96.97365125,20035,67156,"WINFIELD","COWLEY"
"ASHLAND FEDERAL CORRECTIONAL INSTITUTION","Kentucky","federal","Prison","Min","A","M",NA,NA,NA,NA,NA,"186010666070730000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"BELL COUNTY FORESTRY CAMP","Kentucky","state","Work Camp","Min","A","M",NA,NA,300,300,10000122,"180000000070700000000","Current","HIFLD","HIFLD",36.6689938,-83.85169233,21013,40977,"PINEVILLE","BELL"
"BIG SANDY UNITED STATES PENITENTIARY","Kentucky","federal","Prison","Max/Min","A","M",NA,NA,NA,NA,NA,"186080666070200000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"BLACKBURN CORRECTIONAL COMPLEX","Kentucky","state","Prison","Min","A","M",NA,NA,317,594,10003650,"180000000070300000000","Current","HIFLD","HIFLD",38.11315935,-84.53720452,21067,40511,"LEXINGTON","FAYETTE"
"DISMAS CHARITIES INC RRC LEXINGTON","Kentucky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"188000000072300000000","Previous",NA,NA,NA,NA,NA,NA,NA,NA
"DISMAS OF MANCHESTER RRC","Kentucky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"EASTERN KENTUCKY CORRECTIONAL COMPLEX","Kentucky","state","Prison","Med/Min","A","M",NA,NA,1891,1674,10000110,"180000000071300000000","Current","HIFLD","HIFLD",37.90388911,-83.26930995,21175,41472,"WEST LIBERTY","MORGAN"
"GREEN RIVER CORRECTIONAL COMPLEX","Kentucky","state","Prison","Med/Min","A","M",NA,NA,958,947,10000117,"180000000072500000000","Current","HIFLD","HIFLD",37.3143803,-87.11341674,21177,42330,"CENTRAL CITY","MUHLENBERG"
"KENTUCKY CORRECTIONAL INSTITUTION FOR WOMEN","Kentucky","state","Prison",NA,"A","M",NA,NA,711,721,10000106,"180000000070600000000","Current","HIFLD","HIFLD",38.2854756,-85.45711972,21211,40056,"PEWEE VALLEY","SHELBY"
"KENTUCKY STATE PENITENTIARY","Kentucky","state","Prison","Max","A","M",NA,NA,848,856,10000120,"180000000070100000000","Current","HIFLD","HIFLD",37.04927104,-88.07574221,21143,42038,"EDDYVILLE","LYON"
"KENTUCKY STATE REFORMATORY","Kentucky","state","Prison","Max","A","M",NA,NA,978,2005,10000103,"180000000070200000000","Current","HIFLD","HIFLD",38.40389133,-85.41658269,21185,40032,"LAGRANGE","OLDHAM"
"LEE ADJUSTMENT CENTER","Kentucky","state","Prison","Med","A","M","Different Operator","CoreCivic",840,866,10000115,NA,"Current","HIFLD","HIFLD",37.6066831,-83.70579564,21129,41311,"BEATTYVILLE","LEE"
"LEXINGTON FEDERAL MEDICAL CENTER","Kentucky","federal","Medical Facility",NA,NA,NA,NA,NA,1270,1296,10000109,"186034666071300000000","Current","HIFLD","HIFLD",38.10569332,-84.56039514,21067,40511,"LEXINGTON","FAYETTE"
"LITTLE SANDY CORRECTIONAL COMPLEX","Kentucky","state","Prison","Max/Med","A","M",NA,NA,1039,1014,10000107,"180000000072900000000","Current","HIFLD","HIFLD",38.13392033,-83.08100422,21063,41171,"SANDY HOOK","ELLIOTT"
"LUTHER LUCKETT CORRECTIONAL COMPLEX","Kentucky","state","Prison","Max/Med","A","M",NA,NA,1173,1204,10000101,"180000000071100000000","Current","HIFLD","HIFLD",38.41243087,-85.42599085,21185,40031,"LAGRANGE","OLDHAM"
"MANCHESTER FEDERAL CORRECTIONAL INSTITUTION","Kentucky","federal","Prison","Med/Min","A","M",NA,NA,NA,NA,NA,"186026666075100000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"MCCREARY UNITED STATES PENITENTIARY","Kentucky","federal","Prison","Max/Min","A","M",NA,NA,1336,955,10004330,"186074666071100000000","Current","HIFLD","HIFLD",36.68845863,-84.38720276,21147,42635,"PINE KNOT","MCCREARY"
"NORTHPOINT TRAINING CENTER","Kentucky","state","Prison","Med","A","M",NA,NA,1245,1256,10000116,"180000000071200000000","Current","HIFLD","HIFLD",37.71002092,-84.74635681,21021,40310,"BURGIN","BOYLE"
"ROEDERER CORRECTIONAL COMPLEX","Kentucky","state","Reception Center","Med/Min","A","M",NA,NA,1227,997,10000102,"180000000071000000000","Current","HIFLD","HIFLD",38.40312799,-85.42976305,21185,40031,"LAGRANGE","OLDHAM"
"STATEWIDE","Kentucky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"WESTERN KENTUCKY CORRECTIONAL COMPLEX","Kentucky","state","Prison","Med","A","B",NA,NA,664,693,10000121,"180000000070900000000","Current","HIFLD","HIFLD",37.13645979,-88.04014801,21143,42411,"FREDONIA","LYON"
"ALLEN CORRECTIONAL CENTER","Louisiana","state","Prison","Max/Min","A","M",NA,NA,1579,1538,10000967,"198000000072300000000","Current","HIFLD","HIFLD",30.56148319,-92.78967268,22003,70648,"KINDER","ALLEN"
"DAVID WADE CORRECTIONAL CENTER","Louisiana","state","Prison","Max/Min","A","M",NA,NA,1227,1244,10000948,"190000000071100000000","Current","HIFLD","HIFLD",32.90173088,-93.01954439,22027,71040,"HOMER","CLAIBORNE"
"DIXON CORRECTIONAL INSTITUTE","Louisiana",NA,NA,NA,NA,NA,NA,NA,1778,1800,10004094,"190000000070300000000","Previous","HIFLD","HIFLD",30.81323901,-91.20751374,22037,70748,"JACKSON","EAST FELICIANA"
"ELAYN HUNT CORRECTIONAL CENTER","Louisiana","state","Reception Center","Max/Min","A","M",NA,NA,1999,1875,10000972,"190000000070100000000","Current","HIFLD","HIFLD",30.26563691,-91.08621341,22047,70776,"ST GABRIEL","IBERVILLE"
"OAKDALE I FEDERAL CORRECTIONAL INSTITUTION","Louisiana","federal","Prison","Min","A","M",NA,NA,NA,NA,NA,"196002666070100000000","Current",NA,NA,NA,NA,22003,NA,NA,NA
"LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN","Louisiana",NA,NA,NA,NA,NA,NA,NA,573,1536,10000974,"190000000070500000000","Previous","HIFLD","HIFLD",30.2631888,-91.07374348,22047,70776,"ST GABRIEL","IBERVILLE"
"LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN HUNT","Louisiana",NA,NA,NA,NA,NA,NA,NA,573,1536,10000974,NA,"Previous","HIFLD","HIFLD",30.2631888,-91.07374348,22047,70776,"ST GABRIEL","IBERVILLE"
"LOUISIANA CORRECTIONAL INSTITUTE FOR WOMEN JETSON","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"LOUISIANA STATE PENITENTIARY","Louisiana","state","Prison","Max","A","B",NA,NA,6073,6312,10000963,"190000000070200000000","Current","HIFLD","HIFLD",30.95976935,-91.59732559,22125,70712,"ANGOLA","WEST FELICIANA"
"OAKDALE I FEDERAL CORRECTIONAL INSTITUTION","Louisiana","federal","Prison","Min","A","M",NA,NA,874,880,10000968,NA,"Current","HIFLD","HIFLD",30.82059582,-92.64063826,22003,71463,"OAKDALE","ALLEN"
"OAKDALE II FEDERAL CORRECTIONAL INSTITUTION","Louisiana","federal","Prison","Min","A","M",NA,NA,874,880,10000968,NA,"Current","HIFLD","HIFLD",30.82059582,-92.64063826,22003,71463,"OAKDALE","ALLEN"
"ORLEANS PARISH JAILS","Louisiana","county","Jail",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Current",NA,NA,29.9612,-90.093051,NA,70119,"NEW ORLEANS",NA
"POLLOCK FEDERAL CORRECTIONAL INSTITUTION","Louisiana","federal","Prison","Med","A","M",NA,NA,1436,1152,10000956,"196022666070700000000","Current","HIFLD","HIFLD",NA,NA,22043,71467,"POLLOCK","GRANT"
"POLLOCK UNITED STATES PENITENTIARY","Louisiana","federal","Prison","Max","A","M",NA,NA,NA,NA,NA,"196022666070500000000","Current",NA,NA,NA,NA,NA,NA,NA,NA
"RAYBURN CORRECTIONAL CENTER","Louisiana","state","Prison",NA,"A","M",NA,NA,1313,1132,10002416,"190000000071200000000","Current","HIFLD","HIFLD",30.92169823,-89.81584273,22117,70426,"ANGIE","WASHINGTON"
"RAYMOND LABORDE CORRECTIONAL CENTER","Louisiana","state","Prison","Max","A","M",NA,NA,1754,1564,10000960,NA,"Current","HIFLD","HIFLD",30.97442232,-92.02522705,22009,71327,"COTTONPORT","AVOYELLES"
"RRC METAIRIE LA","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,22051,NA,NA,NA
"STATEWIDE","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"VOLUNTEERS OF AMERICA NEW ORLEANS RRC","Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
"BOLDUC CORRECTIONAL FACILITY","Maine","state","Prison","Min","A","M",NA,NA,192,222,10000100,"200000000070600000000","Current","HIFLD","Public Records",NA,NA,23013,4864,"WARREN","KNOX"
"MAINE CORRECTIONAL CENTER MCC","Maine","state","Prison","Med/Min","A","B",NA,NA,NA,440,NA,"200000000070500000000","Current",NA,"Public Records",NA,NA,23005,NA,NA,NA
"MAINE STATE PRISON","Maine","state","Prison","Max/Med","A","M",NA,NA,836,916,10001163,"200000000070700000000","Current","HIFLD","Public Records",NA,NA,23013,4864,"WARREN","KNOX"
"MOUNTAIN VIEW CORRECTIONAL FACILITY","Maine","state","Prison","Med/Min","B","B",NA,NA,-999,394,10001938,NA,"Current","HIFLD","Public Records",NA,NA,23019,4422,"CHARLESTON","PENOBSCOT"
"PHELPS COUNTY CORRECTIONS","Maine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Previous",NA,NA,NA,NA,NA,NA,NA,NA
