Name.Raw,Name.Clean,State,Jurisdiction,Is.Federal
WILLARD CYBULSKI CI,WILLARD CYBULSKI CORRECTIONAL INSTITUTION,Connecticut,state,0
YORK CI,YORK CORRECTIONAL INSTITUTION,Connecticut,state,0
SUSSEX VIOLATION OF PROBATION CENTER,SUSSEX COMMUNITY CORRECTIONS CENTER,Delaware,state,0
ALICEVILLE FCI,ALICEVILLE FEDERAL CORRECTIONAL INSTITUTION,Alabama,federal,1
ALLENWOOD MEDIUM FCI,ALLENWOOD MEDIUM FEDERAL CORRECTIONAL INSTITUTION,Pennsylvania,federal,1
ALLENWOOD USP,ALLENWOOD UNITED STATES PENITENTIARY,Pennsylvania,federal,1
ATLANTA USP,ATLANTA UNITED STATES PENITENTIARY,Georgia,federal,1
BEAUMONT LOW FCI,BEAUMONT LOW FEDERAL CORRECTIONAL INSTITUTION,Texas,federal,1
BEAUMONT MEDIUM FCI,BEAUMONT MEDIUM FEDERAL CORRECTIONAL INSTITUTION,Texas,federal,1
BEAUMONT USP,BEAUMONT UNITED STATES PENITENTIARY,Texas,federal,1
BENNETTSVILLE FCI,BENNETTSVILLE FEDERAL CORRECTIONAL INSTITUTION,South Carolina,federal,1
BROOKLYN MDC,BENNETTSVILLE FEDERAL CORRECTIONAL INSTITUTION,South Carolina,federal,1
BUTNER LOW FCI,BUTNER LOW FEDERAL CORRECTIONAL INSTITUTION,North Carolina,federal,1
BUTNER MEDIUM I FCI,BUTNER MEDIUM I FEDERAL CORRECTIONAL INSTITUTION,North Carolina,federal,1
BUTNER MEDIUM II FCI,BUTNER MEDIUM II FEDERAL CORRECTIONAL INSTITUTION,North Carolina,federal,1
CANAAN USP,CANAAN UNITED STATES PENITENTIARY,Pennsylvania,federal,1
CENTRAL OFFICE WASHINGTON DC,CENTRAL OFFICE HEADQUARTERS,District of Columbia,federal,1
CENTRAL OFFICE WASHINGTON DC,CENTRAL OFFICE HEADQUARTERS,New Jersey,state,0
COLEMAN I USP,COLEMAN I UNITED STATES PENITENTIARY,Florida,federal,1
COLEMAN II USP,COLEMAN II UNITED STATES PENITENTIARY,Florida,federal,1
COLEMAN LOW FCI,COLEMAN LOW FEDERAL CORRECTIONAL INSTITUTION,Florida,federal,1
COLEMAN MEDIUM FCI,COLEMAN MEDIUM FEDERAL CORRECTIONAL INSTITUTION,Florida,federal,1
CUMBERLAND FCI,CUMBERLAND FEDERAL CORRECTIONAL INSTITUTION,Maryland,federal,1
D RAY JAMES CI,D RAY JAMES CORRECTIONAL INSTITUTION,Georgia,federal,1
DANBURY FCI,DANBURY FEDERAL CORRECTIONAL INSTITUTION,Connecticut,federal,1
DUBLIN FCI,DUBLIN FEDERAL CORRECTIONAL INSTITUTION,California,federal,1
EL RENO FCI,EL RENO FEDERAL CORRECTIONAL INSTITUTION,Oklahoma,federal,1
ELKTON FCI,ELKTON FEDERAL CORRECTIONAL INSTITUTION,Ohio,federal,1
ENGLEWOOD FCI,ENGLEWOOD FEDERAL CORRECTIONAL INSTITUTION,Colorado,federal,1
ESTILL FCI,ESTILL FEDERAL CORRECTIONAL INSTITUTION,South Carolina,federal,1
FAIRTON FCI,FAIRTON FEDERAL CORRECTIONAL INSTITUTION,New Jersey,federal,1
FCI BENNETTSVILLE,BENNETTSVILLE FEDERAL CORRECTIONAL INSTITUTION,South Carolina,federal,1
FCI BUTNER LOW,BUTNER LOW FEDERAL CORRECTIONAL INSTITUTION,North Carolina,federal,1
FCI BUTNER MEDIUM I,BUTNER MEDIUM I FEDERAL CORRECTIONAL INSTITUTION,North Carolina,federal,1
FCI CUMBERLAND,CUMBERLAND FEDERAL CORRECTIONAL INSTITUTION,Maryland,federal,1
FCI DANBURY,DANBURY FEDERAL CORRECTIONAL INSTITUTION,Connecticut,federal,1
FCI ELKTON,ELKTON FEDERAL CORRECTIONAL INSTITUTION,Ohio,federal,1
FCI FORT DIX,FORT DIX FEDERAL CORRECTIONAL INSTITUTION,New Jersey,federal,1
FCI MILAN,MILAN FEDERAL CORRECTIONAL INSTITUTION,Michigan,federal,1
FCI OAKDALE I,OAKDALE I FEDERAL CORRECTIONAL INSTITUTION,Louisiana,federal,1
FCI OTISVILLE,OTISVILLE FEDERAL CORRECTIONAL INSTITUTION,New York,federal,1
FCI RAY BROOK,RAY BROOK FEDERAL CORRECTIONAL INSTITUTION,New York,federal,1
FCI TALLADEGA,TALLADEGA FEDERAL CORRECTIONAL INSTITUTION,Alabama,federal,1
YAZOO CITY LOW FCI,YAZOO CITY LOW FEDERAL CORRECTIONAL INSTITUTION,Mississippi,federal,1
YAZOO CITY MEDIUM FCI,YAZOO CITY MEDIUM FEDERAL CORRECTIONAL INSTITUTION,Mississippi,federal,1
FMC BUTNER,BUTNER FEDERAL MEDICAL FACILITY,North Carolina,federal,1
FMC CARSWELL,CARSWELL FEDERAL MEDICAL CENTER,Texas,federal,1
FORREST CITY LOW FCI,FORREST CITY LOW FEDERAL CORRECTIONAL INSTITUTION,Arkansas,federal,1
FORREST CITY MEDIUM FCI,FORREST CITY MEDIUM FEDERAL CORRECTIONAL INSTITUTION,Arkansas,federal,1
FORT DIX FCI,FORT DIX FEDERAL CORRECTIONAL INSTITUTION,New Jersey,federal,1
FORTH WORTH FMC,FORT WORTH FEDERAL MEDICAL CENTER,Texas,federal,1
GILMER FCI,GILMER FEDERAL CORRECTIONAL INSTITUTION,West Virginia,federal,1
GRAND PRAIRIE OFFICE COMPLEX GRAND PRAIRIE TX,GRAND PRAIRIE,Texas,federal,1
GREAT PLAINS CI,GREAT PLAINS CORRECTIONAL INSTITUTION,Oklahoma,federal,1
HAZELTON USP,HAZELTON UNITED STATES PENITENTIARY,West Virginia,federal,1
HOUSTON FDC,HOUSTON FEDERAL DETENTION CENTER,Texas,federal,1
LA TUNA FCI,LA TUNA FEDERAL CORRECTIONAL INSTITUTION,Texas,federal,1
LEAVENWORTH KS,LEAVENWORTH UNITED STATES PENITENTIARY,Kansas,federal,1
LEAVENWORTH USP,LEAVENWORTH UNITED STATES PENITENTIARY,Kansas,federal,1
LEWISBURG USP,LEWISBURG UNITED STATES PENITENTIARY,Pennsylvania,federal,1
LOMPOC FCI,LOMPOC FEDERAL CORRECTIONAL INSTITUTION,California,federal,1
LOMPOC USP,LOMPOC UNITED STATES PENITENTIARY,California,federal,1
MARION USP,MARION UNITED STATES PENITENTIARY,Illinois,federal,1
MCC NEW YORK,NEW YORK METROPOLITAN CORRECTIONAL CENTER,New York,federal,1
MCCREARY USP,MCCREARY UNITED STATES PENITENTIARY,Kentucky,federal,1
MCDOWELL FCI,MCDOWELL FEDERAL CORRECTIONAL INSTITUTION,West Virginia,federal,1
MCRAE CI,MCRAE CORRECTIONAL INSTITUTION,Georgia,federal,1
MEMPHIS FCI,MEMPHIS FEDERAL CORRECTIONAL INSTITUTION,Tennessee,federal,1
MIAMI FCI,MIAMI FEDERAL CORRECTIONAL INSTITUTION,Florida,federal,1
MIAMI FDC,MIAMI FEDERAL DETENTION CENTER,Florida,federal,1
MILAN FCI,MILAN FEDERAL CORRECTIONAL INSTITUTION,Michigan,federal,1
MONTGOMERY FPC,MONTGOMERY FEDERAL PRISON CAMP,Alabama,federal,1
NORTH LAKE CI,NORTH LAKE CORRECTIONAL INSTITUTION,Michigan,federal,1
OAKDALE I FCI,OAKDALE I FEDERAL CORRECTIONAL INSTITUTION,Louisiana,federal,1
OAKDALE II FCI,OAKDALE II FEDERAL CORRECTIONAL INSTITUTION,Louisiana,federal,1
OTISVILLE FCI,OTISVILLE FEDERAL CORRECTIONAL INSTITUTION,New York,federal,1
PETERSBURG LOW FCI,PETERSBURG LOW FEDERAL CORRECTIONAL INSTITUTION,Virginia,federal,1
PHILADELPHIA FDC,PHILADELPHIA FEDERAL DETENTION CENTER,Pennsylvania,federal,1
POLLOCK FCI,POLLOCK FEDERAL CORRECTIONAL INSTITUTION,Louisiana,federal,1
RAY BROOK FCI,RAY BROOK FEDERAL CORRECTIONAL INSTITUTION,New York,federal,1
RIVERS CI,RIVERS CORRECTIONAL INSTITUTION,North Carolina,federal,1
SOUTHEAST REGIONAL OFFICE ATLANTA GA,SOUTHEAST REGIONAL OFFICE,Georgia,federal,1
TALLADEGA FCI,TALLADEGA FEDERAL CORRECTIONAL INSTITUTION,Alabama,federal,1
TALLAHASSEE FCI,TALLAHASSEE FEDERAL CORRECTIONAL INSTITUTION,Florida,federal,1
TERMINAL ISLAND FCI,TERMINAL ISLAND FEDERAL CORRECTIONAL INSTITUTION,California,federal,1
TERRE HAUTE FCI,TERRE HAUTE FEDERAL CORRECTIONAL INSTITUTION,Indiana,federal,1
TEXARKANA FCI,TEXARKANA FEDERAL CORRECTIONAL INSTITUTION,Texas,federal,1
THOMSON USP,THOMSON UNITED STATES PENITENTIARY,Illinois,federal,1
TUCSON FCI,TUCSON FEDERAL CORRECTIONAL INSTITUTION,Arizona,federal,1
TUCSON USP,TUCSON UNITED STATES PENITENTIARY,Arizona,federal,1
USP ATLANTA,ATLANTA UNITED STATES PENITENTIARY,Georgia,federal,1
USP CANAAN,CANAAN UNITED STATES PENITENTIARY,Pennsylvania,federal,1
USP CANAAN PA,CANAAN UNITED STATES PENITENTIARY,Pennsylvania,federal,1
USP LEAVENWORTH,LEAVENWORTH UNITED STATES PENITENTIARY,Kansas,federal,1
USP LOMPOC,LOMPOC UNITED STATES PENITENTIARY,California,federal,1
VICTORVILLE MEDIUM II FCI,VICTORVILLE MEDIUM II FEDERAL CORRECTIONAL INSTITUTION,California,federal,1
YAZOO CITY USP,YAZOO CITY UNITED STATES PENITENTIARY,Mississippi,federal,1
APALACHEE CI,APALACHEE CORRECTIONAL INSTITUTION,Florida,state,0
AVON PARK CI,AVON PARK CORRECTIONAL INSTITUTION,Florida,state,0
BAKER CI,BAKER CORRECTIONAL INSTITUTION,Florida,state,0
CALHOUN CI,CALHOUN CORRECTIONAL INSTITUTION,Florida,state,0
CENTURY CI,CENTURY CORRECTIONAL INSTITUTION,Florida,state,0
CHARLOTTE CI,CHARLOTTE CORRECTIONAL INSTITUTION,Florida,state,0
COLUMBIA CI,COLUMBIA CORRECTIONAL INSTITUTION,Florida,state,0
DADE CI,DADE CORRECTIONAL INSTITUTION,Florida,state,0
EVERGLADES CI,EVERGLADES CORRECTIONAL INSTITUTION,Florida,state,0
FRANKLIN CI,FRANKLIN CORRECTIONAL INSTITUTION,Florida,state,0
GADSDEN RE ENTRY CENTER,GADSDEN REENTRY CENTER,Florida,state,0
GULF CI,GULF CORRECTIONAL INSTITUTION,Florida,state,0
HAMILTON CI,HAMILTON CORRECTIONAL INSTITUTION,Florida,state,0
HARDEE CI,HARDEE CORRECTIONAL INSTITUTION,Florida,state,0
HERNANDO CI,HERNANDO CORRECTIONAL INSTITUTION,Florida,state,0
HOLMES CI,HOLMES CORRECTIONAL INSTITUTION,Florida,state,0
HOMESTEAD CI,HOMESTEAD CORRECTIONAL INSTITUTION,Florida,state,0
JACKSON CI,JACKSON CORRECTIONAL INSTITUTION,Florida,state,0
JEFFERSON CI,JEFFERSON CORRECTIONAL INSTITUTION,Florida,state,0
LAKE CI,LAKE CORRECTIONAL INSTITUTION,Florida,state,0
LANCASTER CI,LANCASTER CORRECTIONAL INSTITUTION,Florida,state,0
LAWTEY CI,LAWTEY CORRECTIONAL INSTITUTION,Florida,state,0
LIBERTY CI,LIBERTY CORRECTIONAL INSTITUTION,Florida,state,0
LOWELL CI,LOWELL CORRECTIONAL INSTITUTION,Florida,state,0
MADISON CI,MADISON CORRECTIONAL INSTITUTION,Florida,state,0
MARION CI,MARION CORRECTIONAL INSTITUTION,Florida,state,0
MARTIN CI,MARTIN CORRECTIONAL INSTITUTION,Florida,state,0
NEW RIVER CI,NEW RIVER CORRECTIONAL INSTITUTION,Florida,state,0
OKALOOSA CI,OKALOOSA CORRECTIONAL INSTITUTION,Florida,state,0
OKEECHOBEE CI,OKEECHOBEE CORRECTIONAL INSTITUTION,Florida,state,0
POLK CI,POLK CORRECTIONAL INSTITUTION,Florida,state,0
PUTNAM CI,PUTNAM CORRECTIONAL INSTITUTION,Florida,state,0
SUMTER CI,SUMTER CORRECTIONAL INSTITUTION,Florida,state,0
SUWANNEE CI,SUWANNEE CORRECTIONAL INSTITUTION,Florida,state,0
TAYLOR CI,TAYLOR CORRECTIONAL INSTITUTION,Florida,state,0
TOMOKA CI,TOMOKA CORRECTIONAL INSTITUTION,Florida,state,0
UNION CI,UNION CORRECTIONAL INSTITUTION,Florida,state,0
WAKULLA CI,WAKULLA CORRECTIONAL INSTITUTION,Florida,state,0
WALTON CI,WALTON CORRECTIONAL INSTITUTION,Florida,state,0
ZEPHYRHILLS CI,ZEPHYRHILLS CORRECTIONAL INSTITUTION,Florida,state,0
COLQUITT COUNTY CI,COLQUITT COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
MITCHELL COUNTY CI,MITCHELL COUNTY CORRECTIONAL INSTITUTION,Georgia,state,0
TURNER RSTAT,TURNER RESIDENTIAL SUBSTANCE ABUSE TREATMENT,Georgia,state,0
COOK COUNTY,COOK COUNTY JAIL,Illinois,county,0
BRANCHVILLE CORRECTIONAL FACILITY,BRANCHVILLE CORRECTIONAL FACILITY,Indiana,state,0
CORRECTIONAL INDUSTRIAL CIF,CORRECTIONAL INDUSTRIAL FACILITY,Indiana,state,0
EDINBURGH CORRECTION FACILITY JOHNSON COUNTY,EDINBURGH CORRECTIONAL FACILITY,Indiana,state,0
INDIANA WOMEN S PRISON MARION COUNTY,INDIANA WOMENS PRISON,Indiana,state,0
LOGANSPORT JUVENILE LJCF,LOGANSPORT JUVENILE CORRECTIONAL FACILITY,Indiana,state,0
WESTVILLE CORRECTIONAL FACILITY,WESTVILLE CORRECTIONAL FACILITY,Indiana,state,0
BCCC BALTIMORE CITY CC,BALTIMORE CITY CORRECTIONAL CENTER,Maryland,state,0
CHESAPEAKE DETENTION FACILITY,CHESAPEAKE DETENTION FACILITY,Maryland,state,0
DORSEY RUN CORRECTIONAL FACILITY JESSUP,DORSEY RUN CORRECTIONAL FACILITY,Maryland,state,0
ECI EASTERN CI,EASTERN CORRECTIONAL INSTITUTION,Maryland,state,0
MCI W MARYLAND CI FOR WOMEN,MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN,Maryland,state,0
MCI H MARYLAND CI HAGERSTOWN,MARYLAND CORRECTIONAL INSTITUTION HAGERSTOWN,Maryland,state,0
MARYLAND CORRECTIONAL INSTITUTION JESSUP,JESSUP CORRECTIONAL INSTITUTION,Maryland,state,0
MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN JESSUP,MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN,Maryland,state,0
NBCI NORTH BRANCH CI,MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN,Maryland,state,0
RCI ROXBURY CI,ROXBURY CORRECTIONAL INSTITUTION,Maryland,state,0
WCI WESTERN CI,WESTERN CORRECTIONAL INSTITUTION,Maryland,state,0
MA CI SHIRLEY,MASSACHUSETTS CORRECTIONAL INSTITUTION SHIRLEY,Massachusetts,state,0
MA TC BRIDGEWATER,MASSACHUSETTS TREATMENT CENTER,Massachusetts,state,0
MCI SHIRLEY MIN,MASSACHUSETTS CORRECTIONAL INSTITUTION SHIRLEY,Massachusetts,state,0
FARIBAULT,FARIBAULT CORRECTIONAL FACILITY,Minnesota,state,0
LINO LAKES,LINO LAKES CORRECTIONAL FACILITY,Minnesota,state,0
MOOSE LAKE,MOOSE LAKE CORRECTIONAL FACILITY,Minnesota,state,0
OAK PARK HEIGHTS,OAK PARK HEIGHTS CORRECTIONAL FACILITY,Minnesota,state,0
RED WING,RED WING CORRECTIONAL FACILITY,Minnesota,state,0
RUSH CITY,RUSH CORRECTIONAL FACILITY,Minnesota,state,0
SHAKOPEE,SHAKOPEE CORRECTIONAL FACILITY,Minnesota,state,0
ST CLOUD,SAINT CLOUD CORRECTIONAL FACILITY,Minnesota,state,0
STILLWATER,STILLWATER CORRECTIONAL FACILITY,Minnesota,state,0
TOGO,TOGO CORRECTIONAL FACILITY,Minnesota,state,0
WILLOW RIVER,WILLOW RIVER CORRECTIONAL FACILITY,Minnesota,state,0
FARMINGTON CORRECTIONAL CENTER,FARMINGTON CORRECTIONAL CENTER,Missouri,state,0
ACC JEFFERSON CITY,ALGOA CORRECTIONAL CENTER,Missouri,state,0
KCRC KANASAS CITY,KANSAS CITY REENTRY CENTER,Missouri,state,0
MISSOURI EASTERN CORRECTIONAL CENTER,MISSOURI EASTERN CORRECTIONAL CENTER,Missouri,state,0
OZARK CORRECTIONAL CENTER,OZARK CORRECTIONAL CENTER,Missouri,state,0
SOUTHEAST CC,SOUTHEAST CORRECTIONAL CENTER,Missouri,state,0
WRDCC ST JOSEPH,WESTERN RECEPTION DIAGNOSTIC AND CORRECTIONAL CENTER,Missouri,state,0
WESTERN MISSOURI CC,WESTERN MISSOURI CORRECTIONAL CENTER,Missouri,state,0
WOMEN S EASTERN,WOMENS EASTERN RECEPTION DIAGNOSTIC AND CORRECTIONAL CENTER,Missouri,state,0
NH STATE PRISON FOR MEN,STATE PRISON FOR MEN,New Hampshire,state,0
STU,SECURE PSYCHIATRIC UNIT AND RESIDENTIAL TREATMENT UNIT,New Hampshire,state,0
CENTRAL NEW MEXICO CF CNMCF,CENTRAL NEW MEXICO CORRECTIONAL FACILITY,New Mexico,state,0
GUADALUPE COUNTY CF GCCF,GUADALUPE COUNTY CORRECTIONAL FACILITY,New Mexico,state,0
LEA COUNTY CF LCCF,LEA COUNTY CORRECTIONAL FACILITY,New Mexico,state,0
NORTHEAST NEW MEXICO CF NENMCF,NORTHEAST NEW MEXICO CORRECTIONAL FACILITY,New Mexico,state,0
NORTHWEST NEW MEXICO CC NWNMCC,NORTHWEST NEW MEXICO CORRECTIONAL CENTER,New Mexico,state,0
ROSWELL CC RCC,ROSWELL CORRECTIONAL CENTER,New Mexico,state,0
SOUTHERN NEW MEXICO CF SNMCF,SOUTHERN NEW MEXICO CORRECTIONAL FACILITY,New Mexico,state,0
SPRINGER CC SCC,SPRINGER CORRECTIONAL CENTER,New Mexico,state,0
WESTERN NEW MEXICO CF WNMCF,WESTERN NEW MEXICO CORRECTIONAL FACILITY,New Mexico,state,0
ALBEMARLE CI,ALBEMARLE CORRECTIONAL INSTITUTION,North Carolina,state,0
ALEXANDER CI,ALEXANDER CORRECTIONAL INSTITUTION,North Carolina,state,0
ANSON CI,ANSON CORRECTIONAL INSTITUTION,North Carolina,state,0
AVERY MITCHELL CI,AVERY MITCHELL CORRECTIONAL INSTITUTION,North Carolina,state,0
BERTIE CI,BERTIE CORRECTIONAL INSTITUTION,North Carolina,state,0
CALDWELL CC,CALDWELL CORRECTIONAL CENTER,North Carolina,state,0
CALEDONIA CI,CALEDONIA CORRECTIONAL INSTITUTION,North Carolina,state,0
CARTERET CC,CARTERET CORRECTIONAL CENTER,North Carolina,state,0
CASWELL CC,CASWELL CORRECTIONAL CENTER,North Carolina,state,0
CATAWBA CC,CATAWBA CORRECTIONAL CENTER,North Carolina,state,0
COLUMBUS CI,COLUMBUS CORRECTIONAL INSTITUTION,North Carolina,state,0
CRAGGY CC,CRAGGY CORRECTIONAL CENTER,North Carolina,state,0
CRAVEN CI,CRAVEN CORRECTIONAL INSTITUTION,North Carolina,state,0
DAVIDSON CC,DAVIDSON CORRECTIONAL CENTER,North Carolina,state,0
DAVIDSON,DAVIDSON CORRECTIONAL CENTER,North Carolina,state,0
EASTERN CI,EASTERN CORRECTIONAL INSTITUTION,Maryland,state,0
FOOTHILLS CI,FOOTHILLS CORRECTIONAL INSTITUTION,North Carolina,state,0
FORSYTH CC,FORSYTH CORRECTIONAL CENTER,North Carolina,state,0
FRANKLIN CC,FRANKLIN CORRECTIONAL CENTER,North Carolina,state,0
GASTON CC,GASTON CORRECTIONAL CENTER,North Carolina,state,0
GREENE CI,GREENE CORRECTIONAL INSTITUTION,North Carolina,state,0
HARNETT CI,HARNETT CORRECTIONAL INSTITUTION,North Carolina,state,0
HYDE CI,HYDE CORRECTIONAL INSTITUTION,North Carolina,state,0
JOHNSTON CI,JOHNSTON CORRECTIONAL INSTITUTION,North Carolina,state,0
LINCOLN CC,LINCOLN CORRECTIONAL CENTER,Illinois,state,0
LUMBERTON CI,LUMBERTON CORRECTIONAL INSTITUTION,North Carolina,state,0
MAURY CI,MAURY CORRECTIONAL INSTITUTION,North Carolina,state,0
MORRISON CI,MORRISON CORRECTIONAL INSTITUTION,North Carolina,state,0
MOUNTAIN VIEW CI,MOUNTAIN VIEW CORRECTIONAL INSTITUTION,North Carolina,state,0
NASH CI,NASH CORRECTIONAL INSTITUTION,North Carolina,state,0
NEUSE CI,NEUSE CORRECTIONAL INSTITUTION,North Carolina,state,0
NEW HANOVER CC,NEW HANOVER CORRECTIONAL CENTER,North Carolina,state,0
ORANGE CC,ORANGE CORRECTIONAL CENTER,North Carolina,state,0
PAMLICO CI,PAMLICO CORRECTIONAL INSTITUTION,North Carolina,state,0
PASQUOTANK CI,PASQUOTANK CORRECTIONAL INSTITUTION,North Carolina,state,0
PENDER CI,PENDER CORRECTIONAL INSTITUTION,North Carolina,state,0
PIEDMONT CI,PIEDMONT CORRECTIONAL INSTITUTION,North Carolina,state,0
RANDOLPH CC,RANDOLPH CORRECTIONAL CENTER,North Carolina,state,0
RUTHERFORD CC,RUTHERFORD CORRECTIONAL CENTER,North Carolina,state,0
SAMPSON CI,SAMPSON CORRECTIONAL INSTITUTION,North Carolina,state,0
SANFORD CC,SANFORD CORRECTIONAL CENTER,North Carolina,state,0
SCOTLAND CI,SCOTLAND CORRECTIONAL INSTITUTION,North Carolina,state,0
SOUTHERN CI,SOUTHERN CORRECTIONAL INSTITUTION,North Carolina,state,0
SWANNANOA CCW,SWANNANOA CORRECTIONAL CENTER FOR WOMEN,North Carolina,state,0
TABOR CI,TABOR CORRECTIONAL INSTITUTION,North Carolina,state,0
WAKE CC,WAKE CORRECTIONAL CENTER,North Carolina,state,0
WARREN CI,WARREN CORRECTIONAL INSTITUTION,North Carolina,state,0
WILKES CC,WILKES CORRECTIONAL CENTER,North Carolina,state,0
ALLEN OAKWOOD CI,ALLEN OAKWOOD CORRECTIONAL INSTITUTION,Ohio,state,0
BELMONT CI,BELMONT CORRECTIONAL INSTITUTION,Ohio,state,0
CHILLICOTHE CI,CHILLICOTHE CORRECTIONAL INSTITUTION,Ohio,state,0
DAYTON CI,DAYTON CORRECTIONAL INSTITUTION,Ohio,state,0
GRAFTON CI,GRAFTON CORRECTIONAL INSTITUTION,Ohio,state,0
LAKE ERIE CI,LAKE ERIE CORRECTIONAL INSTITUTION,Ohio,state,0
LEBANON CI,LEBANON CORRECTIONAL INSTITUTION,Ohio,state,0
LONDON CI,LONDON CORRECTIONAL INSTITUTION,Ohio,state,0
LORAIN CI,LORAIN CORRECTIONAL INSTITUTION,Ohio,state,0
MANSFIELD CI,MANSFIELD CORRECTIONAL INSTITUTION,Ohio,state,0
NOBLE CI,NOBLE CORRECTIONAL INSTITUTION,Ohio,state,0
NORTH CENTRAL CC,NORTH CENTRAL CORRECTIONAL CENTER,Ohio,state,0
NORTHEAST OHIO CC,NORTHEAST OHIO CORRECTIONAL CENTER,Ohio,state,0
PICKAWAY CI,PICKAWAY CORRECTIONAL INSTITUTION,Ohio,state,0
RICHLAND CI,RICHLAND CORRECTIONAL INSTITUTION,Ohio,state,0
ROSS CI,ROSS CORRECTIONAL INSTITUTION,Ohio,state,0
SOUTHEASTERN CI,SOUTHEASTERN CORRECTIONAL INSTITUTION,Ohio,state,0
TOLEDO CI,TOLEDO CORRECTIONAL INSTITUTION,Ohio,state,0
TRUMBULL CI,TRUMBULL CORRECTIONAL INSTITUTION,Ohio,state,0
CRANSTON ADULT WOMENS CI,CRANSTON ADULT WOMENS CORRECTIONAL INSTITUTION,Rhode Island,state,0
TROUSDALE TURNER CC,TROUSDALE TURNER CORRECTIONAL CENTER,Tennessee,state,0
BEXAR COUNTY,BEXAR COUNTY JAIL,Texas,county,0
DALLAS COUNTY,DALLAS COUNTY JAIL,Texas,county,0
EL PASO COUNTY,EL PASO COUNTY JAIL,Texas,county,0
ETTF,EAST TEXAS UNIT,Texas,state,0
GREGG COUNTY,GREGG COUNTY JAIL,Texas,county,0
HARRIS COUNTY,HARRIS COUNTY JAIL,Texas,county,0
MONTGOMERY COUNTY,MONTGOMERY COUNTY JAIL,Texas,county,0
MOUNTAIN VIEW,MOUNTAIN VIEW UNIT,Texas,state,0
PARKER P COUNTY,PARKER COUNTY JAIL,Texas,county,0
POTTER COUNTY,POTTER COUNTY JAIL,Texas,county,0
SMITH COUNTY,SMITH COUNTY JAIL,Texas,county,0
TARRANT COUNTY,TARRANT COUNTY JAIL,Texas,county,0
TRAVIS COUNTY,TRAVIS COUNTY JAIL,Texas,county,0
WEBB COUNTY,WEBB COUNTY JAIL,Texas,county,0
APPALACHIAN MENS CCAP,APPALACHIAN MENS COMMUNITY CORRECTIONS ALTERNATIVE PROGRAM,Virginia,state,0
BRUNSWICK CCAP,BRUNSWICK COMMUNITY CORRECTIONS ALTERNATIVE PROGRAM,Virginia,state,0
CHESTERFIELD WOMENS CCAP,CHESTERFIELD WOMENS COMMUNITY CORRECTIONS ALTERNATIVE PROGRAM,Virginia,state,0
COLD SPRINGS CCAP,COLD SPRINGS COMMUNITY CORRECTIONS ALTERNATIVE PROGRAM,Virginia,state,0
HARRISONBURG MENS CCAP,HARRISONBURG MENS COMMUNITY CORRECTIONS ALTERNATIVE PROGRAM,Virginia,state,0
STAFFORD MENS CCAP,STAFFORD MENS COMMUNITY CORRECTIONS ALTERNATIVE PROGRAM,Virginia,state,0
DENMAR,DENMAR CORRECTIONAL CENTER,West Virginia,state,0
HUTTONSVILLE,HUTTONSVILLE CORRECTIONAL CENTER,West Virginia,state,0
LAKIN,LAKIN CORRECTIONAL CENTER,West Virginia,state,0
MARTINSBURG,MARTINSBURG CORRECTIONAL CENTER,West Virginia,state,0
MCDOWELL,MCDOWELL COUNTY CORRECTIONAL CENTER,West Virginia,state,0
MOUNT OLIVE,MOUNT OLIVE CORRECTIONAL CENTER,West Virginia,state,0
NORTHERN,NORTHERN CORRECTIONAL FACILITY,West Virginia,state,0
OHIO COUNTY,OHIO COUNTY CORRECTIONAL CENTER,West Virginia,state,0
PRUNTYTOWN,PRUNTYTOWN CORRECTIONAL CENTER,West Virginia,state,0
SAINT MARYS,SAINT MARYS CORRECTIONAL CENTER,West Virginia,state,0
SALEM,SALEM CORRECTIONAL CENTER,West Virginia,state,0
BIG SPRING FCI,BIG SPRING FEDERAL CORRECTIONAL INSTITUTION,Texas,federal,1
HERLONG FCI,HERLONG FEDERAL CORRECTIONAL INSTITUTION,California,federal,1
MARYVILLE TREATMENT CENTER,MARYVILLE TREATMENT CENTER,Missouri,state,0
CDCR CCHCS WORKSITE SAN JOAQUIN COUNTY,SAN JOAQUIN COUNTY WORKSITE LOCATION,California,state,0
CDCR CCHCS WORKSITE SAN DIEGO COUNTY,SAN DIEGO COUNTY WORKSITE LOCATION,California,state,0
CTC RICHARD A MCGEE CORRECTIONAL TRAINING CENTER GALT CTC,RICHARD A MCGEE CORRECTIONAL TRAINING CENTER,California,state,0
ALDERSON FPC,ALDERSON FEDERAL PRISON CAMP,West Virginia,federal,1
ALLENWOOD LOW FCI,ALLENWOOD LOW FEDERAL CORRECTIONAL INSTITUTION,Pennsylvania,federal,1
ASHLAND FCI,ASHLAND FEDERAL CORRECTIONAL INSTITUTION,Kentucky,federal,1
ATWATER USP,ATWATER UNITED STATES PENITENTIARY,California,federal,1
BASTROP FCI,BASTROP FEDERAL CORRECTIONAL INSTITUTION,Texas,federal,1
