"","facility_name_raw","facility_name_clean","State","jurisdiction"
"833","NORTHEAST NEW MEXICO CORRECTIONAL FACILITY NENMCF","NORTHEAST NEW MEXICO CORRECTIONAL FACILITY","New Mexico","state"
"834","NORTHWEST NEW MEXICO CORRECTIONAL CENTER NWNMCC","NORTHWEST NEW MEXICO CORRECTIONAL CENTER","New Mexico","state"
"835","OTERO COUNTY PRISON FACILITY OCPF","OTERO COUNTY PRISON FACILITY","New Mexico","state"
"836","PENITENTIARY OF NEW MEXICO PNM","PENITENTIARY OF NEW MEXICO","New Mexico","state"
"837","ROSWELL CORRECTIONAL CENTER RCC","ROSWELL CORRECTIONAL CENTER","New Mexico","state"
"838","SOUTHERN NEW MEXICO CORRECTIONAL FACILITY SNMCF","SOUTHERN NEW MEXICO CORRECTIONAL FACILITY","New Mexico","state"
"839","SPRINGER CORRECTIONAL CENTER SCC","SPRINGER CORRECTIONAL CENTER","New Mexico","state"
"840","WESTERN NEW MEXICO CORRECTIONAL FACILITY WNMCF","WESTERN NEW MEXICO CORRECTIONAL FACILITY","New Mexico","state"
"841","NEW YORK CITY JAILS","NEW YORK CITY JAILS","New York","county"
"842","BRONX CORRECTIONAL CENTERC","BRONX CORRECTIONAL CENTER","New York","federal"
"843","BROOKLYN HOUSE","BROOKLYN HOUSE","New York","federal"
"844","BROOKLYN MDC","BROOKLYN METROPOLITAN DETENTION CENTER","New York","federal"
"845","HORIZON HOUSE RESIDENTIAL REENTRY CENTER ALBANY","HORIZON HOUSE RESIDENTIAL REENTRY CENTER ALBANY","New York","federal"
"846","NEW YORK MCC","NEW YORK METROPOLITAN CORRECTIONAL CENTER","New York","federal"
"847","OTISVILLE FEDERAL CORRECTIONAL INSTITUTION","OTISVILLE FEDERAL CORRECTIONAL INSTITUTION","New York","federal"
"848","RAY BROOK FEDERAL CORRECTIONAL INSTITUTION","RAY BROOK FEDERAL CORRECTIONAL INSTITUTION","New York","federal"
"849","ADIRONDACK","ADIRONDACK CORRECTIONAL FACILITY","New York","state"
"850","ALBION","ALBION CORRECTIONAL FACILITY","New York","state"
"851","ALBION","ALBION CORRECTIONAL FACILITY","Pennsylvania","state"
"852","ALTONA","ALTONA CORRECTIONAL FACILITY","New York","state"
"853","ATTICA","ATTICA CORRECTIONAL FACILITY","New York","state"
"854","AUBURN","AUBURN CORRECTIONAL FACILITY","New York","state"
"855","BARE HILL","BARE HILL CORRECTIONAL FACILITY","New York","state"
"856","BEDFORD HILLS","BEDFORD HILLS CORRECTIONAL FACILITY","New York","state"
"857","CAPE VINCENT","CAPE VINCENT CORRECTIONAL FACILITY","New York","state"
"858","CAYUGA","CAYUGA CORRECTIONAL FACILITY","New York","state"
"859","CLINTON","CLINTON CORRECTIONAL FACILITY","New York","state"
"860","COLLINS","COLLINS CORRECTIONAL FACILITY","New York","state"
"861","COXSACKIE","COXSACKIE CORRECTIONAL FACILITY","New York","state"
"862","DOWNSTATE","DOWNSTATE CORRECTIONAL FACILITY","New York","state"
"863","EASTERN","EASTERN CORRECTIONAL FACILITY","New York","state"
"864","EDGECOMBE","EDGECOMBE RESIDENTIAL TREATMENT FACILITY","New York","state"
"865","ELMIRA","ELMIRA CORRECTIONAL FACILITY","New York","state"
"866","FISHKILL","FISHKILL CORRECTIONAL FACILITY","New York","state"
"867","FIVE POINTS","FIVE POINTS CORRECTIONAL FACILITY","New York","state"
"868","FRANKLIN","FRANKLIN CORRECTIONAL FACILITY","New York","state"
"869","GOUVERNEUR","GOUVERNEUR CORRECTIONAL FACILITY","New York","state"
"870","GOWANDA","GOWANDA CORRECTIONAL FACILITY","New York","state"
"871","GREAT MEADOW","GREAT MEADOW CORRECTIONAL FACILITY","New York","state"
"872","GREEN HAVEN","GREEN HAVEN CORRECTIONAL FACILITY","New York","state"
"873","GREENE","GREENE CORRECTIONAL FACILITY","New York","state"
"874","GROVELAND","GROVELAND CORRECTIONAL FACILITY","New York","state"
"875","HALE CREEK","HALE CREEK CORRECTIONAL FACILITY","New York","state"
"876","HUDSON","HUDSON CORRECTIONAL FACILITY","New York","state"
"877","LAKEVIEW","LAKEVIEW CORRECTIONAL FACILITY","New York","state"
"878","MARCY","MARCY CORRECTIONAL FACILITY","New York","state"
"879","MIDSTATE","MIDSTATE CORRECTIONAL FACILITY","New York","state"
"880","MOHAWK WALSH RMU","MOHAWK WALSH REGIONAL MEDICAL UNIT","New York","state"
"881","MORIAH","MORIAH SCHOCK INCARCERATION CORRECTIONAL FACILITY","New York","state"
"882","OGDENSBURG","OGDENSBURG CORRECTIONAL FACILITY","New York","state"
"883","ORLEANS","ORLEANS CORRECTIONAL FACILITY","New York","state"
"884","OTISVILLE","OTISVILLE CORRECTIONAL FACILITY","New York","state"
"885","QUEENSBORO","QUEENSBORO CORRECTIONAL FACILITY","New York","state"
"886","RIVERVIEW","RIVERVIEW CORRECTIONAL FACILITY","New York","state"
"887","ROCHESTER","ROCHESTER CORRECTIONAL FACILITY","New York","state"
"888","SHAWANGUNK","SHAWANGUNK CORRECTIONAL FACILITY","New York","state"
"889","SING SING","SING SING CORRECTIONAL FACILITY","New York","state"
"890","SOUTHPORT","SOUTHPORT CORRECTIONAL FACILITY","New York","state"
"891","SULLIVAN","SULLIVAN CORRECTIONAL FACILITY","New York","state"
"892","TACONIC","TACONIC CORRECTIONAL FACILITY","New York","state"
"893","ULSTER","ULSTER CORRECTIONAL FACILITY","New York","state"
"894","UPSTATE","UPSTATE CORRECTIONAL FACILITY","New York","state"
"895","WALLKILL","WALLKILL CORRECTIONAL FACILITY","New York","state"
"896","WASHINGTON","WASHINGTON CORRECTIONAL FACILITY","New York","state"
"897","WATERTOWN","WATERTOWN CORRECTIONAL FACILITY","New York","state"
"898","WENDE","WENDE CORRECTIONAL FACILITY","New York","state"
"899","WILLARD","WILLARD CORRECTIONAL FACILITY","New York","state"
"900","WOODBOURNE","WOODBOURNE CORRECTIONAL FACILITY","New York","state"
"901","WYOMING","WYOMING CORRECTIONAL FACILITY","New York","state"
"902","BUTNER FMC","BUTNER FEDERAL MEDICAL FACILITY","North Carolina","federal"
"903","BUTNER LOW FEDERAL CORRECTIONAL INSTITUTION","BUTNER LOW FEDERAL CORRECTIONAL INSTITUTION","North Carolina","federal"
"904","BUTNER MEDIUM I FEDERAL CORRECTIONAL INSTITUTION","BUTNER MEDIUM I FEDERAL CORRECTIONAL INSTITUTION","North Carolina","federal"
"905","BUTNER MEDIUM II FEDERAL CORRECTIONAL INSTITUTION","BUTNER MEDIUM II FEDERAL CORRECTIONAL INSTITUTION","North Carolina","federal"
"906","RIVERS CORRECTIONAL INSTITUTION","RIVERS CORRECTIONAL INSTITUTION","North Carolina","federal"
"907","SOUTH RALEIGH REENTRY CENTER","SOUTH RALEIGH REENTRY CENTER","North Carolina","federal"
"908","ALBEMARLE CORRECTIONAL INSTITUTION","ALBEMARLE CORRECTIONAL INSTITUTION","North Carolina","state"
"909","ALEXANDER CORRECTIONAL INSTITUTION","ALEXANDER CORRECTIONAL INSTITUTION","North Carolina","state"
"910","ANSON CORRECTIONAL INSTITUTION","ANSON CORRECTIONAL INSTITUTION","North Carolina","state"
"911","AVERY MITCHELL CORRECTIONAL INSTITUTION","AVERY MITCHELL CORRECTIONAL INSTITUTION","North Carolina","state"
"912","BERTIE CORRECTIONAL INSTITUTION","BERTIE CORRECTIONAL INSTITUTION","North Carolina","state"
"913","BROWN CREEK CORRECTIONAL INSTITUTION","BROWN CREEK CORRECTIONAL INSTITUTION","North Carolina","state"
"914","BURKE CRV","BURKE CONFINEMENT IN RESPONSE TO VIOLATION","North Carolina","state"
"915","CALDWELL CORRECTIONAL CENTER","CALDWELL CORRECTIONAL CENTER","North Carolina","state"
"916","CALEDONIA CORRECTIONAL INSTITUTION","CALEDONIA CORRECTIONAL INSTITUTION","North Carolina","state"
"917","CARTERET CORRECTIONAL CENTER","CARTERET CORRECTIONAL CENTER","North Carolina","state"
"918","CASWELL CORRECTIONAL CENTER","CASWELL CORRECTIONAL CENTER","North Carolina","state"
"919","CATAWBA CORRECTIONAL CENTER","CATAWBA CORRECTIONAL CENTER","North Carolina","state"
"920","CENTRAL PRISON","CENTRAL PRISON","North Carolina","state"
"921","COLUMBUS CORRECTIONAL INSTITUTION","COLUMBUS CORRECTIONAL INSTITUTION","North Carolina","state"
"922","CRAGGY CORRECTIONAL CENTER","CRAGGY CORRECTIONAL CENTER","North Carolina","state"
"923","CRAVEN CORRECTIONAL INSTITUTION","CRAVEN CORRECTIONAL INSTITUTION","North Carolina","state"
"924","DAN RIVER PWF","DAN RIVER PRISON WORK FARM","North Carolina","state"
"925","DAVIDSON CORRECTIONAL CENTER","DAVIDSON CORRECTIONAL CENTER","North Carolina","state"
"926","EASTERN CORRECTIONAL INSTITUTION","EASTERN CORRECTIONAL INSTITUTION","Maryland","state"
"927","EASTERN CORRECTIONAL INSTITUTION","EASTERN CORRECTIONAL INSTITUTION","North Carolina","state"
"928","FOOTHILLS CORRECTIONAL INSTITUTION","FOOTHILLS CORRECTIONAL INSTITUTION","North Carolina","state"
"929","FORSYTH CORRECTIONAL CENTER","FORSYTH CORRECTIONAL CENTER","North Carolina","state"
"930","FRANKLIN CORRECTIONAL CENTER","FRANKLIN CORRECTIONAL CENTER","North Carolina","state"
"931","GASTON CORRECTIONAL CENTER","GASTON CORRECTIONAL CENTER","North Carolina","state"
"932","GREENE CORRECTIONAL INSTITUTION","GREENE CORRECTIONAL INSTITUTION","North Carolina","state"
"933","GREENE CORRECTIONAL INSTITUTION","GREENE CORRECTIONAL INSTITUTION","Pennsylvania","state"
"934","HARNETT CORRECTIONAL INSTITUTION","HARNETT CORRECTIONAL INSTITUTION","North Carolina","state"
"935","HYDE CORRECTIONAL INSTITUTION","HYDE CORRECTIONAL INSTITUTION","North Carolina","state"
"936","JOHNSTON CORRECTIONAL INSTITUTION","JOHNSTON CORRECTIONAL INSTITUTION","North Carolina","state"
"937","LINCOLN CORRECTIONAL CENTER","LINCOLN CORRECTIONAL CENTER","Illinois","state"
"938","LINCOLN CORRECTIONAL CENTER","LINCOLN CORRECTIONAL CENTER","North Carolina","state"
"939","LUMBERTON CORRECTIONAL INSTITUTION","LUMBERTON CORRECTIONAL INSTITUTION","North Carolina","state"
"940","MAURY CORRECTIONAL INSTITUTION","MAURY CORRECTIONAL INSTITUTION","North Carolina","state"
"941","MORRISON CORRECTIONAL INSTITUTION","MORRISON CORRECTIONAL INSTITUTION","North Carolina","state"
"942","MOUNTAIN VIEW CORRECTIONAL INSTITUTION","MOUNTAIN VIEW CORRECTIONAL INSTITUTION","North Carolina","state"
"943","NASH CORRECTIONAL INSTITUTION","NASH CORRECTIONAL INSTITUTION","North Carolina","state"
"944","NCCI WOMEN","NORTH CAROLINA CORRECTIONAL INSTITUTION FOR WOMEN","North Carolina","state"
"945","NEUSE CORRECTIONAL INSTITUTION","NEUSE CORRECTIONAL INSTITUTION","North Carolina","state"
"946","NEW HANOVER CORRECTIONAL CENTER","NEW HANOVER CORRECTIONAL CENTER","North Carolina","state"
"947","NORTH PIEDMONT CRV","NORTH PIEDMONT CONFINEMENT IN RESPONSE TO VIOLATION","North Carolina","state"
"948","OFF PREMISES","OFF PREMISES","North Carolina","state"
"949","ORANGE CORRECTIONAL CENTER","ORANGE CORRECTIONAL CENTER","North Carolina","state"
"950","PAMLICO CORRECTIONAL INSTITUTION","PAMLICO CORRECTIONAL INSTITUTION","North Carolina","state"
"951","PASQUOTANK CORRECTIONAL INSTITUTION","PASQUOTANK CORRECTIONAL INSTITUTION","North Carolina","state"
"952","PENDER CORRECTIONAL INSTITUTION","PENDER CORRECTIONAL INSTITUTION","North Carolina","state"
"953","PIEDMONT CORRECTIONAL INSTITUTION","PIEDMONT CORRECTIONAL INSTITUTION","North Carolina","state"
"954","RANDOLPH CORRECTIONAL CENTER","RANDOLPH CORRECTIONAL CENTER","North Carolina","state"
"955","ROBESON CRV","ROBESON CONFINEMENT IN RESPONSE TO VIOLATION","North Carolina","state"
"956","RUTHERFORD CORRECTIONAL CENTER","RUTHERFORD CORRECTIONAL CENTER","North Carolina","state"
"957","SAMPSON CORRECTIONAL INSTITUTION","SAMPSON CORRECTIONAL INSTITUTION","North Carolina","state"
"958","SANFORD CORRECTIONAL CENTER","SANFORD CORRECTIONAL CENTER","North Carolina","state"
"959","SCOTLAND CORRECTIONAL INSTITUTION","SCOTLAND CORRECTIONAL INSTITUTION","North Carolina","state"
"960","SOUTHERN CORRECTIONAL INSTITUTION","SOUTHERN CORRECTIONAL INSTITUTION","North Carolina","state"
"961","SWANNANOA CORRECTIONAL CENTERW","SWANNANOA CORRECTIONAL CENTER FOR WOMEN","North Carolina","state"
"962","TABOR CORRECTIONAL INSTITUTION","TABOR CORRECTIONAL INSTITUTION","North Carolina","state"
"963","TYRRELL PWF","TYRRELL PRISON WORK FARM","North Carolina","state"
"964","WAKE CORRECTIONAL CENTER","WAKE CORRECTIONAL CENTER","North Carolina","state"
"965","WARREN CORRECTIONAL INSTITUTION","WARREN CORRECTIONAL INSTITUTION","North Carolina","state"
"966","WARREN CORRECTIONAL INSTITUTION","WARREN CORRECTIONAL INSTITUTION","Ohio","state"
"967","WILKES CORRECTIONAL CENTER","WILKES CORRECTIONAL CENTER","North Carolina","state"
"968","DJS","DIVISION OF JUVENILE SERVICES","North Dakota","state"
"969","DWCRC","DAKOTA WOMENS CORRECTIONAL REHABILITATION CENTER","North Dakota","state"
"970","JRCC","JAMES RIVER CORRECTIONAL CENTER","North Dakota","state"
"971","MRCC","MISSOURRI RIVER CORRECTIONAL CENTER","North Dakota","state"
"972","NDSP","NORTH DAKOTA STATE PENITENTIARY","North Dakota","state"
"973","PP","PROBATION AND PAROLE","North Dakota","state"
"974","PP/TPS","PROBATION PAROLE AND TRANSITIONAL PLANNING SERVICES","North Dakota","state"
"975","YCC","YOUTH CORRECTIONAL CENTER","North Dakota","state"
"976","YCC/DJS","YOUTH CORRECTIONAL CENTER AND DIVISION OF JUVENILE SERVICES","North Dakota","state"
"977","BANNUM, INC","BANNUM, INC","Not Available","federal"
"978","BIG SPRING (FLIGHTLINE) CORRECTIONAL INSTITUTION","BIG SPRING (FLIGHTLINE) CORRECTIONAL INSTITUTION","Not Available","federal"
"979","CASPER REENTRY CENTER, ACC","CASPER REENTRY CENTER, ACC","Not Available","federal"
"980","CENTERSTONE OF ILLINOIS","CENTERSTONE OF ILLINOIS","Not Available","federal"
"981","CHASE CENTER","CHASE CENTER","Not Available","federal"
"982","CITY FAITH, LITTLE ROCK, AR","CITY FAITH, LITTLE ROCK, AR","Not Available","federal"
"983","COMMUNITY EXTENDED NUCLEAR TRA FARGO, ND","COMMUNITY EXTENDED NUCLEAR TRA FARGO, ND","Not Available","federal"
"984","COMMUNITY EXTENDED NUCLEAR TRA MANDAN, ND","COMMUNITY EXTENDED NUCLEAR TRA MANDAN, ND","Not Available","federal"
"985","COMMUNITY RESOURCES FOR JUSTIC","COMMUNITY RESOURCES FOR JUSTICE","Not Available","federal"
"986","COMMUNITY SOLUTIONS INC","COMMUNITY SOLUTIONS INC","Not Available","federal"
"987","CSC-DISMAS CHARITIES, INC","CSC-DISMAS CHARITIES, INC","Not Available","federal"
"988","DISMAS CORRECTIONAL CENTERC","DISMAS CORRECTIONAL CENTER","Not Available","federal"
"989","DISMAS CHARITIES AT KEARNEY","DISMAS CHARITIES AT KEARNEY","Not Available","federal"
"990","DISMAS CHARITIES AT OMAHA","DISMAS CHARITIES AT OMAHA","Not Available","federal"
"991","DISMAS CHARITIES COMM.CORR.CTR","DISMAS CHARITIES COMM.CORR.CTR","Not Available","federal"
"992","DISMAS CHARITIES OF LOUISVILLE","DISMAS CHARITIES OF LOUISVILLE","Not Available","federal"
"993","DISMAS CHARITIES, ALBUQUERQUE","DISMAS CHARITIES, ALBUQUERQUE","Not Available","federal"
"994","DISMAS CHARITIES, INC AUGUSTA, GA","DISMAS CHARITIES, INC AUGUSTA, GA","Not Available","federal"
"995","DISMAS CHARITIES, INC SIOUX CITY, IA","DISMAS CHARITIES, INC SIOUX CITY, IA","Not Available","federal"
"996","DISMAS EL PASO","DISMAS EL PASO","Not Available","federal"
"997","DISMAS HOUSE CHARITIES, INC.","DISMAS HOUSE CHARITIES, INC.","Not Available","federal"
"998","DISMAS LAS CRUCES","DISMAS LAS CRUCES","Not Available","federal"
"999","DRC DAY REPORTING CENTER GEO","DRC DAY REPORTING CENTER GEO","Not Available","federal"
"1000","FAMILY GUIDANCE CENTERS, INC.","FAMILY GUIDANCE CENTERS, INC.","Not Available","federal"
"1001","GARDEN GROVE CORRECTIONAL CENTERC","GARDEN GROVE CORRECTIONAL CENTER","Not Available","federal"
"1002","GEO CARE","GEO CARE","Not Available","federal"
"1003","GEO CARE INC CORDOVA CENTER","GEO CARE INC CORDOVA CENTER","Not Available","federal"
"1004","GEO REENTRY INC.","GEO REENTRY INC.","Not Available","federal"
"1005","GLYNCO","GLYNCO","Not Available","federal"
"1006","GREAT FALLS PRE-RELEASE CENTER","GREAT FALLS PRE-RELEASE CENTER","Not Available","federal"
"1007","HILLSBOROUGH CO. RESIDENTIAL REENTRY CENTER, TAMPA,FL","HILLSBOROUGH CO. RESIDENTIAL REENTRY CENTER, TAMPA,FL","Not Available","federal"
"1008","HUMAN SERVICE CENTER","HUMAN SERVICE CENTER","Not Available","federal"
"1009","KINTOCK RESIDENTIAL REENTRY CENTER","KINTOCK RESIDENTIAL REENTRY CENTER","Not Available","federal"
"1010","LEBANON COMMUNITY CORR CENTER","LEBANON COMMUNITY CORRECTIONAL CENTER","Not Available","federal"
"1011","MIDWAY REHAB CENTER, KNOXVILLE","MIDWAY REHAB CENTER, KNOXVILLE","Not Available","federal"
"1012","MIRROR, INC.","MIRROR, INC.","Not Available","federal"
"1013","ORION RESIDENTIAL REENTRY CENTER","ORION RESIDENTIAL REENTRY CENTER","Not Available","federal"
"1014","PORT OF HOPE BOISE RESIDENTIAL","PORT OF HOPE BOISE RESIDENTIAL","Not Available","federal"
"1015","REALITY HOUSE, GEO","REALITY HOUSE, GEO","Not Available","federal"
"1016","REEVES I AND II CORRECTIONAL INSTITUTION PECOS","REEVES I AND II CORRECTIONAL INSTITUTION","Not Available","federal"
"1017","REEVES III CORRECTIONAL INSTITUTION","REEVES III CORRECTIONAL INSTITUTION","Not Available","federal"
"1018","RIVERSIDE HOUSE","RIVERSIDE HOUSE","Not Available","federal"
"1019","RESIDENTIAL REENTRY CENTER - BANNUM, INCORPORATED","RESIDENTIAL REENTRY CENTER - BANNUM, INCORPORATED","Not Available","federal"
"1020","RESIDENTIAL REENTRY CENTER DISMAS CHARITIES, INC","RESIDENTIAL REENTRY CENTER DISMAS CHARITIES, INC","Not Available","federal"
"1021","RESIDENTIAL REENTRY CENTER-ALSTON WILKES SOCIETY","RESIDENTIAL REENTRY CENTER-ALSTON WILKES SOCIETY","Not Available","federal"
"1022","RESIDENTIAL REENTRY CENTER, HATTIESBURG, MISSISSIPPI","RESIDENTIAL REENTRY CENTER, HATTIESBURG, MISSISSIPPI","Not Available","federal"
"1023","RESIDENTIAL REENTRY CENTER, MONTGOMERY, ALABAMA","RESIDENTIAL REENTRY CENTER, MONTGOMERY, ALABAMA","Not Available","federal"
"1024","RESIDENTIAL REENTRY CENTER, SPANISH FORT, ALABAMA","RESIDENTIAL REENTRY CENTER, SPANISH FORT, ALABAMA","Not Available","federal"
"1025","RRK ENTERPRISES DBA INDEPENDEN","RRK ENTERPRISES DBA INDEPENDEN","Not Available","federal"
"1026","RUBIDOUX RESIDENTIAL REENTRY CENTER","RUBIDOUX RESIDENTIAL REENTRY CENTER","Not Available","federal"
"1027","SALVATION ARMY CORRECTIONAL SE","SALVATION ARMY CORRECTIONAL SE","Not Available","federal"
"1028","SALVATION ARMY CTR,CHATTANOOGA","SALVATION ARMY CTR,CHATTANOOGA","Not Available","federal"
"1029","SYRACUSE PAVILION","SYRACUSE PAVILION","Not Available","federal"
"1030","TALBERT HOUSE FOR MEN","TALBERT HOUSE FOR MEN","Not Available","federal"
"1031","TALLAHASSEE RESIDENTIAL REENTRY CENTER","TALLAHASSEE RESIDENTIAL REENTRY CENTER","Not Available","federal"
"1032","THE KINTOCK GROUP","THE KINTOCK GROUP","Not Available","federal"
"1033","THE SALVATION ARMY","THE SALVATION ARMY","Not Available","federal"
"1034","VOL OF AMER, NEW ORLEANS, RESIDENTIAL REENTRY CENTER","VOL OF AMER, NEW ORLEANS, RESIDENTIAL REENTRY CENTER","Not Available","federal"
"1035","VOL OF AMER. FT WORTH, TEXAS","VOL OF AMER. FT WORTH, TEXAS","Not Available","federal"
"1036","VOL. OF AMER. DALLAS, TX","VOL. OF AMER. DALLAS, TX","Not Available","federal"
"1037","VOLUNTEERS OF AMERICA CSC","VOLUNTEERS OF AMERICA CSC","Not Available","federal"
"1038","VOLUNTEERS OF AMERICA OF IN","VOLUNTEERS OF AMERICA OF IN","Not Available","federal"
"1039","VOLUNTEERS OF AMERICA OF MN MINNEAPOLIS, MN","VOLUNTEERS OF AMERICA OF MN MINNEAPOLIS, MN","Not Available","federal"
"1040","VOLUNTEERS OF AMERICA OF MN ROSEVILLE, MN","VOLUNTEERS OF AMERICA OF MN ROSEVILLE, MN","Not Available","federal"
"1041","VOLUNTEERS OF AMERICA, INC","VOLUNTEERS OF AMERICA, INC","Not Available","federal"
"1042","ELKTON FEDERAL CORRECTIONAL INSTITUTION","ELKTON FEDERAL CORRECTIONAL INSTITUTION","Ohio","federal"
"1043","ORIANA HOUSE","ORIANA HOUSE","Ohio","federal"
"1044","ALLEN OAKWOOD CORRECTIONAL INSTITUTION","ALLEN OAKWOOD CORRECTIONAL INSTITUTION","Ohio","state"
"1045","BELMONT CORRECTIONAL INSTITUTION","BELMONT CORRECTIONAL INSTITUTION","Ohio","state"
"1046","CHILLICOTHE CORRECTIONAL INSTITUTION","CHILLICOTHE CORRECTIONAL INSTITUTION","Ohio","state"
"1047","CORRECTIONAL RECEPTION CENTER","CORRECTIONAL RECEPTION CENTER","Ohio","state"
"1048","DAYTON CORRECTIONAL INSTITUTION","DAYTON CORRECTIONAL INSTITUTION","Ohio","state"
"1049","FRANKLIN MEDICAL CENTER","FRANKLIN MEDICAL CENTER","Ohio","state"
"1050","GRAFTON CORRECTIONAL INSTITUTION","GRAFTON CORRECTIONAL INSTITUTION","Ohio","state"
"1051","LAKE ERIE CORRECTIONAL INSTITUTION","LAKE ERIE CORRECTIONAL INSTITUTION","Ohio","state"
"1052","LEBANON CORRECTIONAL INSTITUTION","LEBANON CORRECTIONAL INSTITUTION","Ohio","state"
"1053","LONDON CORRECTIONAL INSTITUTION","LONDON CORRECTIONAL INSTITUTION","Ohio","state"
"1054","LORAIN CORRECTIONAL INSTITUTION","LORAIN CORRECTIONAL INSTITUTION","Ohio","state"
"1055","MANSFIELD CORRECTIONAL INSTITUTION","MANSFIELD CORRECTIONAL INSTITUTION","Ohio","state"
"1056","NOBLE CORRECTIONAL INSTITUTION","NOBLE CORRECTIONAL INSTITUTION","Ohio","state"
"1057","NORTH CENTRAL CORRECTIONAL CENTER","NORTH CENTRAL CORRECTIONAL CENTER","Ohio","state"
"1058","NORTHEAST OHIO CORRECTIONAL CENTER","NORTHEAST OHIO CORRECTIONAL CENTER","Ohio","state"
"1059","NORTHEAST REINTEGRATION CENTER","NORTHEAST REINTEGRATION CENTER","Ohio","state"
"1060","OHIO REFORMATORY FOR WOMEN","OHIO REFORMATORY FOR WOMEN","Ohio","state"
"1061","OHIO STATE PENITENTIARY","OHIO STATE PENITENTIARY","Ohio","state"
"1062","PICKAWAY CORRECTIONAL INSTITUTION","PICKAWAY CORRECTIONAL INSTITUTION","Ohio","state"
"1063","RICHLAND CORRECTIONAL INSTITUTION","RICHLAND CORRECTIONAL INSTITUTION","Ohio","state"
"1064","ROSS CORRECTIONAL INSTITUTION","ROSS CORRECTIONAL INSTITUTION","Ohio","state"
"1065","SOUTHEASTERN CORRECTIONAL INSTITUTION","SOUTHEASTERN CORRECTIONAL INSTITUTION","Ohio","state"
"1066","SOUTHERN OHIO CORRECTIONAL FACILITY","SOUTHERN OHIO CORRECTIONAL FACILITY","Ohio","state"
"1067","TOLEDO CORRECTIONAL INSTITUTION","TOLEDO CORRECTIONAL INSTITUTION","Ohio","state"
"1068","TRUMBULL CORRECTIONAL INSTITUTION","TRUMBULL CORRECTIONAL INSTITUTION","Ohio","state"
"1069","EL RENO FEDERAL CORRECTIONAL INSTITUTION","EL RENO FEDERAL CORRECTIONAL INSTITUTION","Oklahoma","federal"
"1070","GREAT PLAINS CORRECTIONAL INSTITUTION","GREAT PLAINS CORRECTIONAL INSTITUTION","Oklahoma","federal"
"1071","OKLAHOMA CITY FTC","OKLAHOMA CITY FEDERAL TRANSFER FACILITY","Oklahoma","federal"
"1072","ADMINISTRATION","CENTRAL ADMINISTRATION","Oklahoma","state"
"1073","BILL JOHNSON CORRECTIONAL CENTER","BILL JOHNSON CORRECTIONAL CENTER","Oklahoma","state"
"1074","BRIDGEWAY INC HALFWAY HOUSE","BRIDGEWAY INC HALFWAY HOUSE","Oklahoma","state"
