"Facility.ID","PREA.Audit.Date","PREA.Report.Date","PREA.Staff.Population","PREA.Residents.Population","PREA.Capacity","PREA.Staff.Population.Type","PREA.Residents.Population.Type","PREA.Source"
1551,2018-09-26,2018-10-17,302,977,1060,"Contact","Current","https://www.vadoc.virginia.gov/media/1257/vadoc-prea-audit-report-indian-creek-2018.pdf"
1552,2021-05-21,2021-06-11,322,322,980,"Contact","Current","https://vadoc.virginia.gov/media/1689/vadoc-prea-audit-report-keen-mountain-2021.pdf"
1553,2019-03-07,2019-11-20,303,1544,1595,"Contact","Current","https://vadoc.virginia.gov/media/1444/vadoc-prea-audit-report-lawrenceville-2019.pdf"
1555,2020-03-11,2020-04-07,293,951,986,"Contact","Current","https://vadoc.virginia.gov/media/1500/vadoc-prea-audit-report-lunenburg-2020.pdf"
1556,2020-10-29,2020-11-03,241,236,388,"Contact","Current","https://www.vadoc.virginia.gov/media/1621/vadoc-prea-audit-report-marion-2020.pdf"
1557,2020-10-21,2020-12-17,329,1419,1475,"Contact","Current","https://www.vadoc.virginia.gov/media/1642/vadoc-prea-audit-report-nottoway-cc-2020.pdf"
1563,2020-10-08,2020-11-22,278,1033,1042,"Contact","Current","https://www.vadoc.virginia.gov/media/1629/vadoc-prea-audit-report-pocahontas-2020.pdf"
1567,2018-09-06,2018-09-01,459,783,957,"Contact","Current","https://vadoc.virginia.gov/media/1272/vadoc-prea-audit-report-red-onion-2018.pdf"
1568,2019-05-09,2019-05-24,63,916,1000,"Contact","Current","https://vadoc.virginia.gov/media/1417/vadoc-prea-audit-report-river-north-2019.pdf"
1569,2020-11-04,2020-11-29,50,151,153,"Contact","Current","https://vadoc.virginia.gov/media/1630/vadoc-prea-audit-report-rustburg-2020.pdf"
1570,2020-10-14,2020-11-21,332,1050,1214,"Contact","Current","https://www.vadoc.virginia.gov/media/1628/vadoc-prea-audit-report-st-brides-2020.pdf"
1571,2020-11-17,2020-12-21,45,56,120,"Contact","Average (Last 12 Months)","https://vadoc.virginia.gov/media/1638/vadoc-prea-audit-report-stafford-2020.pdf"
1572,2020-09-30,2020-10-19,345,515,430,"Contact","Current","https://www.vadoc.virginia.gov/media/1592/vadoc-prea-audit-report-state-farm-correctional-center-2020.pdf"
1574,2019-04-18,2019-03-15,180,373,419,"Contact","Current","https://www.vadoc.virginia.gov/media/1418/vadoc-prea-audit-report-state-farm-enterprise-unit-2019.pdf"
1575,2019-10-04,2020-10-19,67,153,328,"Contact","Current","https://www.vadoc.virginia.gov/media/1593/vadoc-prea-audit-report-state-farm-work-center-2020.pdf"
1577,2020-10-21,2020-11-26,278,652,1167,"Contact","Current","https://www.vadoc.virginia.gov/media/1632/vadoc-prea-audit-report-sussex1-2020.pdf"
1578,2019-03-28,2019-04-29,311,1228,1312,"Contact","Current","https://www.vadoc.virginia.gov/media/1419/vadoc-prea-audit-report-sussex2-2019.pdf"
1580,2021-03-24,2021-04-19,227,330,626,"Contact","Current","https://vadoc.virginia.gov/media/1668/vadoc-prea-audit-report-vccw-2021.pdf"
1582,2019-06-05,2019-06-24,432,1081,1120,"Contact","Current","https://www.vadoc.virginia.gov/media/1420/vadoc-prea-audit-report-wallens-ridge-2019.pdf"
1583,2018-05-10,2018-05-29,48,101,116,"Contact","Current","https://www.vadoc.virginia.gov/media/1289/vadoc-prea-audit-report-wise-2018.pdf"
1584,2015-11-17,2016-02-23,26,60,120,"Assigned (Last 12 Months)","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2015-wr-ahtanumview.pdf"
1585,2018-10-20,2018-04-16,700,2186,2258,"Contact","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2017-prison-ahcc.pdf"
1586,2018-11-05,2018-12-06,25,43,45,"Contact","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2018-wr-bellingham.pdf"
1587,2019-10-22,2020-03-24,26,55,69,"Contact","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2019-wr-bishop-lewis.pdf"
1588,2015-05-19,2015-10-29,209,61,80,"Contact","Current","https://pioneerhumanservices.org/sites/default/files/documents/Brownstone-Audit-Report.pdf"
1589,2019-08-27,2020-05-14,113,470,480,"Contact","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2020-prison-cccc.pdf"
1590,2018-05-31,2018-06-27,440,894,900,"Contact","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2017-prison-cbcc.pdf"
1599,2018-10-19,2019-06-20,705,,2528,"Contact",,"https://www.doc.wa.gov/corrections/prea/docs/audit-2018-prison-crcc.pdf"
1600,2015-05-20,2015-10-29,87,26,40,"Assigned (Last 12 Months)","Current","https://pioneerhumanservices.org/sites/default/files/documents/Eleanor-Chase-Audit-Report.pdf"
1601,2019-10-23,2020-03-24,17,44,53,"Contact","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2019-wr-helen-b-ratcliff.pdf"
1602,2018-10-19,2019-06-04,133,467,480,"Contact","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2018-prison-lcc.pdf"
1603,2018-10-16,2019-03-28,30,60,60,"Contact","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2019-wr-longview.pdf"
1605,2019-08-29,2020-03-10,114,255,321,"Contact","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2019-prison-mcccw.pdf"
1606,2018-11-09,2018-12-20,1139,2500,2500,"Contact","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2018-prison-mcc.pdf"
1608,2018-10-16,2019-06-10,12,25,25,"Contact","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2018-wr-olympia.pdf"
1609,2017-11-15,2018-07-09,654,1808,1800,"Contact","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2017-prison-wcc.pdf"
1610,2017-08-29,2017-10-12,36,50,60,"Contact","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2017-wr-peninsula.pdf"
1612,2017-08-29,2017-10-12,39,68,86,"Contact","Current","https://doc.wa.gov/corrections/prea/docs/audit-2017-wr-progresshouse.pdf"
1613,2017-03-29,2017-05-03,26,94,99,"Assigned (Last 12 Months)","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2017-wr-reynolds.pdf"
1616,2019-11-07,2020-07-07,576,1944,1972,"Contact","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2020-prison-sccc.pdf"
1618,2015-11-17,2016-02-23,17,25,30,"Assigned (Last 12 Months)","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2015-wr-tricities.pdf"
1619,2017-11-15,2018-07-09,654,1808,1800,"Contact","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2017-prison-wcc.pdf"
1620,2019-09-12,2020-06-10,453,954,738,"Contact","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2020-prison-wccw.pdf"
1621,2017-11-15,2018-07-09,654,1808,1800,"Contact","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2017-prison-wcc.pdf"
1622,2018-09-20,2019-05-16,1114,2594,2439,"Contact","Current","https://www.doc.wa.gov/corrections/prea/docs/audit-2018-prison-wsp.pdf"
1625,2021-03-31,2021-05-10,39,11,109,"Contact","Current","https://dcr.wv.gov/resources/Documents/prea-reports/Beckley%20Correctional%20Center%20%26%20Jail%20Final%20PREA%20Audit%20Report%20%282021%29.pdf"
1627,2021-02-16,2021-04-12,55,28,128,"Contact","Current","https://dcr.wv.gov/resources/Documents/prea-reports/Charleston%20Correctional%20Center%20%26%20Jail%20Final%20PREA%20Audit%20Report%20%282021%29.pdf"
1628,2018-05-18,2018-07-22,43,22,24,"Contact","Current","https://dcr.wv.gov/resources/Documents/prea-reports/J.M.%20Chick%20Buckbee%20Final%20PREA%20Audit%20Report%20%282018%29.pdf"
1630,2019-04-30,2019-06-14,99,28,46,"Contact","Current","https://dcr.wv.gov/resources/Documents/prea-reports/2019%20DRKJC%20Final%20Report.pdf"
1632,2021-03-30,2021-05-10,40,18,23,"Contact","Current","https://dcr.wv.gov/resources/Documents/prea-reports/Gene%20Spadaro%20Juvenile%20Center%20Final%20PREA%20Audit%20Report%20%282021%29.pdf"
1634,2019-11-12,2020-01-02,227,1183,1183,"Contact","Current","https://dcr.wv.gov/resources/Documents/prea-reports/Huttonsville%20Correctional%20Center%20and%20Jail%20Final%20PREA%20Audit%20Report%20%282019%29.pdf"
1635,2018-05-20,2018-07-22,77,,,,,"https://dcr.wv.gov/resources/Documents/prea-reports/Kenneth%20Honey%20Rubenstein%20Juvenile%20Center%20Final%20PREA%20Audit%20Report%20%282018%29.pdf"
1636,2021-04-01,2021-05-10,149,387,607,"Contact","Current","https://dcr.wv.gov/resources/Documents/prea-reports/Lakin%20Correctional%20Center%20%26%20Jail%20Final%20PREA%20Audit%20Report%20%282021%29.pdf"
1637,2021-01-26,2021-03-14,42,29,24,"Contact","Current","https://dcr.wv.gov/resources/Documents/prea-reports/Lorrie%20Yeager%20Juvenile%20Center%20Final%20PREA%20Audit%20Report%20%282021%29.pdf"
1642,2019-11-15,2020-01-02,258,1061,1061,"Contact","Current","https://dcr.wv.gov/resources/Documents/prea-reports/Mt.%20Olive%20Correctional%20Center%20and%20Jail%20Final%20PREA%20Audit%20Report%20%282019%29.pdf"
1646,2021-01-28,2021-03-14,83,344,344,"Contact","Current","https://dcr.wv.gov/resources/Documents/prea-reports/Parkersburg%20Correctional%20Center%20%26%20Jail%20Final%20PREA%20Audit%20Report%20%282021%29.pdf"
1649,2019-04-29,2019-06-11,42,23,25,"Contact","Current","https://dcr.wv.gov/resources/Documents/prea-reports/2019%20RSJC%20Final%20Report.pdf"
1650,2018-05-21,2018-07-22,61,25,25,"Contact","Current","https://dcr.wv.gov/resources/Documents/prea-reports/Ronald%20C.%20Mulholland%20Juvenile%20Center%20Final%20PREA%20Audit%20Report%20%282018%29.pdf"
1651,2021-01-27,2021-03-16,220,672,672,"Contact","Current","https://dcr.wv.gov/resources/Documents/prea-reports/St%20Mary%27s%20Correctional%20Center%20%26%20Jail%20Final%20PREA%20Audit%20Report%20%282021%29.pdf"
1653,2020-02-11,2020-03-24,43,19,20,"Contact","Current","https://dcr.wv.gov/resources/Documents/prea-reports/Sam%20Perdue%20Juvenile%20Center%20Final%20PREA%20Audit%20Report%20%282020%29.pdf"
1658,2019-04-28,2019-06-11,51,22,25,"Contact","Current","https://dcr.wv.gov/resources/Documents/prea-reports/2019%20TMJC%20Final%20Report.pdf"
1660,2021-04-20,2021-06-04,35,23,23,"Contact","Current","https://dcr.wv.gov/resources/Documents/prea-reports/%282021%29%20Vicki%20Douglas%20Juvenile%20Center%20Final%20PREA%20Audit%20Report.pdf"
1662,2017-05-17,2018-01-07,36,118,62,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2018/BRCCFinalReport.pdf"
1665,2018-08-23,2018-10-22,174,494,450,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2018/CVCTFFinalReport.pdf"
1666,2018-05-18,2019-02-06,323,840,541,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2019/CCIFinalReport.pdf"
1672,2018-11-12,2019-01-03,639,1560,1165,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2019/DCIFinalReport.pdf"
1673,2017-11-16,2018-01-11,90,293,300,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2018/DACCFinalReport.pdf"
1674,2020-01-27,2020-03-11,28,104,100,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2020/FCCCFinalReport.pdf"
1675,2019-11-20,2019-12-27,22,98,100,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2020/FCCFinalReport.pdf"
1676,2017-11-16,2018-04-26,393,1338,979,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2018/FLCIFinalReport.pdf"
1677,2019-11-19,2020-01-01,17,93,89,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2020/GCCFinalReport.pdf"
1678,2018-04-11,2018-09-24,316,1081,749,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2018/GBCIFinalReport.pdf"
1680,2018-09-20,2019-06-24,292,1001,837,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2019/JCIFinalReport.pdf"
1681,2017-10-19,2018-06-20,47,250,160,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2018/JBCCFinalReport.pdf"
1682,2019-03-20,2019-04-29,21,118,120,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2019/KCCFinalReport.pdf"
1683,2020-01-29,2020-03-15,311,1182,783,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2020/KMCIFinalReport.pdf"
1684,2018-04-04,2019-09-23,20,60,60,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2019/MSCCFinalReport.pdf"
1685,2019-11-21,2019-12-27,22,112,112,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2020/MCCFinalReport.pdf"
1686,2018-06-19,2019-02-27,371,1070,1040,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2019/MSDFFinalReport.pdf"
1687,2017-05-10,2018-01-12,27,112,112,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2018/MWCCFinalReport.pdf"
1688,2017-08-03,2017-08-26,279,1043,950,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2017/NLCIFinalReport.pdf"
1689,2018-10-17,2019-07-14,243,758,344,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2019/OCIFinalReport.pdf"
1690,2018-10-19,2019-06-27,24,119,88,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2019/OCCFinalReport.pdf"
1691,2019-04-03,2019-08-28,462,2042,1494,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2019/OSCIFinalReport.pdf"
1693,2018-09-18,2019-03-13,199,512,512,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2019/PDCIFinalReport.pdf"
1694,2019-03-19,2019-11-25,447,1848,1321,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2019/RCISTFFinalReport.pdf"
1695,2019-06-20,2020-02-06,185,455,500,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2020/RYOCFFinalReport.pdf"
1696,2017-04-03,2017-07-11,253,1023,750,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2017/RGCIFinalReport.pdf"
1697,2019-06-18,2019-11-04,157,466,230,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2019/REECCFinalReport.pdf"
1700,2019-11-18,2020-01-03,45,118,120,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2020/SCCCFinalReport.pdf"
1701,2018-04-12,2018-06-15,17,119,60,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2018/SPCCFinalReport.pdf"
1702,2018-08-21,2019-01-04,347,1577,1500,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2019/SCIFinalReport.pdf"
1705,2017-05-12,2018-01-19,368,860,752,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2018/TCIFinalReport.pdf"
1706,2018-05-17,2018-09-19,26,130,118,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2018/TCCFinalReport.pdf"
1707,2017-10-04,2018-04-17,449,1240,825,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2018/WCIFinalReport.pdf"
1708,2018-11-15,2018-12-31,55,276,270,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2018/WCCFinalReport.pdf"
1710,2017-05-15,2018-01-11,239,445,501,"Contact","Current","https://doc.wi.gov/Documents/AboutDOC/PREA/Reports/2018/WSPFFinalReport.pdf"
1713,2020-06-30,2020-07-13,72,254,299,"Contact","Current","https://docs.google.com/a/wyo.gov/viewer?a=v&pid=sites&srcid=d3lvLmdvdnxkb2N8Z3g6MWIyMWUwZTg2ZDBlNTcyNQ"
1714,2020-07-02,2020-07-27,107,233,311,"Contact","Current","https://docs.google.com/a/wyo.gov/viewer?a=v&pid=sites&srcid=d3lvLmdvdnxkb2N8Z3g6MzFlZWZmOTQ0ZjA0ZjIwNg"
1715,2019-05-21,2019-08-17,70,282,295,"Contact","Current","https://docs.google.com/a/wyo.gov/viewer?a=v&pid=sites&srcid=d3lvLmdvdnxkb2N8Z3g6MzU2N2QzZjQxMjNmMmU1Ng"
1716,2018-06-14,2018-07-24,247,666,720,"Contact","Current","https://docs.google.com/a/wyo.gov/viewer?a=v&pid=sites&srcid=d3lvLmdvdnxkb2N8Z3g6NGNhYWYxYmY4M2ExYzM3Zg"
1717,2019-05-24,2019-10-10,245,615,826,"Contact","Current","https://docs.google.com/a/wyo.gov/viewer?a=v&pid=sites&srcid=d3lvLmdvdnxkb2N8Z3g6MTE5ZjQ2NDBmMmU3MDM3OA"
1730,2018-06-15,2018-07-27,74,56,96,"Contact","Current","https://doc.delaware.gov/assets/documents/PREA_Audit_Report_HDP_2018.pdf"
1737,2020-07-17,2020-08-19,117,37,167,"Contact","Current","https://www.maine.gov/corrections/sites/maine.gov.corrections/files/inline-files/LC_2020_Final_PREA_Report.pdf"
1747,2016-08-18,2016-08-31,51,240,304,"Assigned (Last 12 Months)","Current","https://www.mdoc.ms.gov/Divisions/Documents/MISSISSIPPI_YAZOO%20COUNTY%20REGIONAL%20FACILITY_YEAR3CYCLE1.pdf"
1748,2019-06-12,2019-07-21,540,1425,1636,"Contact","Current","https://doc.mo.gov/sites/doc/files/PREA/CCCFinalPREAReport72119.pdf"
1749,2020-10-09,2020-11-20,10,90,150,"Contact","Current","https://doc.nv.gov/uploadedFiles/docnvgov/content/About/NDOC_Office_of_the_Inspector_General/Final%20Carlin%20Conservation%20Camp%20PREA%20Audit%20%20Nov%2020,%202020%20%20at%201500hours(1).pdf"
1750,2020-02-07,2020-05-01,17,336,384,"Contact","Current","https://doc.nv.gov/uploadedFiles/docnvgov/content/About/NDOC_Office_of_the_Inspector_General/Final%20PREA%20Audit%20of%20the%20Three%20Lakes%20Valley%20Conservation%20Camp%20%20May1,%202020.pdf"
1751,2017-02-08,2018-08-31,19,167,240,"Contact","Current","https://doc.nv.gov/uploadedFiles/docnvgov/content/About/NDOC_Office_of_the_Inspector_General/JCC%20Final%20Audit%20report_1.pdf"
1752,2019-10-30,2020-04-10,149,585,591,"Contact","Current","https://doc.nv.gov/uploadedFiles/docnvgov/content/About/NDOC_Office_of_the_Inspector_General/Final%20PREA%20Report%20Warm%20Springs%20Correctional%20Center%20April%2010,2020.pdf"
1753,2018-08-28,2019-04-29,11,113,150,"Contact","Current","https://doc.nv.gov/uploadedFiles/docnvgov/content/About/NDOC_Office_of_the_Inspector_General/WCC%20Final%20Report%204%2015%2019.pdf"
1754,2016-01-13,2016-04-12,378,1207,1224,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/Brown%20Creek%20CI%20Final%20PREA%20Audit%202016.pdf"
1760,2018-07-19,2018-08-24,95,91,106,"Contact","Current","http://www.doc.ri.gov/documents/PREA/RIDOC%20High%20Security%20Center%20Final%20PREA%20Report%20-%202018.pdf"
1905,2018-07-17,2018-08-24,131,399,460,"Contact","Current","http://www.doc.ri.gov/documents/PREA/RIDOC%20Maximum%20Security%20PREA%20Final%20Report%20-%202018.pdf"
1968,2020-07-17,2020-08-15,272,499,814,"Contact","Current","https://www.maine.gov/corrections/sites/maine.gov.corrections/files/inline-files/MCC_2020_Final_PREA_Report.pdf"
2031,2018-06-28,2018-07-25,72,255,300,"Contact","Current","https://files.nc.gov/ncdps/documents/files/DART%20Cherry%20Program_Final%20PREA%20Audit%20Report_2018_2.pdf"
2076,2017-01-26,2017-04-18,1,99,112,"Assigned (Last 12 Months)","Current","https://doc.nv.gov/uploadedFiles/docnvgov/content/About/NDOC_Office_of_the_Inspector_General/NNTH%20Final%20Report%2004%202017.pdf"
2157,2019-07-18,2019-08-07,99,555,460,"Contact","Current","https://corrections.nebraska.gov/sites/default/files/files/463/ccc-l_2019_final_audit_report_0.pdf"
2159,2018-10-04,2018-11-18,175,86,172,"Contact","Current","https://dhhs.ne.gov/Youth%20Facility%20Documents/YRTC%20Kearney%20PREA%20Audit%20Report.pdf"
2160,2017-10-25,2017-12-06,213,773,396,"Contact","Current","https://corrections.nebraska.gov/sites/default/files/files/229/occ.pdf"
2162,2018-02-08,2018-05-22,73,323,400,"Contact","Current","https://doc.nv.gov/uploadedFiles/docnvgov/content/About/NDOC_Office_of_the_Inspector_General/Final%20PREA%20Audit%20Casa%20Grande%20Transitional%20Housing%20May%2022,2018(2).pdf"
2166,2019-07-19,2020-03-27,176,468,632,"Contact","Current","https://doc.alaska.gov/prea/audit-reports/sccc-2019.pdf"
2167,2019-07-17,2020-03-23,128,420,479,"Contact","Current","https://doc.alaska.gov/prea/audit-reports/wcc-2019.pdf"
2168,2019-06-12,2020-02-27,125,275,404,"Contact","Current","https://doc.alaska.gov/prea/audit-reports/hmcc-2019.pdf"
2169,2019-06-04,2020-01-31,53,86,98,"Contact","Current","https://doc.alaska.gov/prea/audit-reports/mspt-2019.pdf"
2170,2019-10-01,2020-06-03,40,128,132,"Contact","Current","https://doc.alaska.gov/prea/audit-reports/amcc-2019.pdf"
2173,2017-08-17,2017-10-04,257,675,720,"Assigned (Last 12 Months)","Current","https://www.geogroup.com/Portals/0/PREA_Certifications/GEO%20Cheyenne%20Mountain%20Re-Entry%20Center%20PREA%20Audit%20Final%20Revised%20RPT%20October2017.pdf"
2174,2019-04-05,2019-12-20,98,290,267,"Contact","Current","https://doc.alaska.gov/prea/audit-reports/fcc-2019.pdf"
2177,2019-10-04,2020-06-08,45,227,232,"Contact","Current","https://doc.alaska.gov/prea/audit-reports/ykcc-2019.pdf"
2182,2020-02-05,2020-03-20,513,1265,1487,"Contact","Current","https://dpscs.maryland.gov/prea/docs/Audit_Reports/NBCI-Final-Report-2020a.pdf"
2185,2021-05-14,2021-06-28,243,650,1068,"Contact","Current","https://dpscs.maryland.gov/prea/docs/Audit_Reports/MCIJ%20Final%20Report-2021.pdf"
2188,2020-11-16,2020-12-28,58,24,48,"Contact","Current","https://www.dhs.pa.gov/Services/Children/Documents/Juvenile%20Justice%20Services/PREA/Youth%20Forestry%20Camp%202%20PA%20Audit%20FINAL%20-%20Version6_%202020%20-%2012-23-20[231].pdf"
2191,2018-07-24,2018-08-15,71,28,36,"Contact","Current","https://www.dhs.pa.gov/Services/Children/Documents/Juvenile%20Justice%20Services/PREA/South%20Mountain%20Secure%20Treatment%20Unit%20Final%20Audit%20Report%20-%202018.pdf"
2192,2017-07-19,2017-08-03,216,90,108,"Assigned (Last 12 Months)","Current","https://www.dhs.pa.gov/Services/Children/Documents/Juvenile%20Justice%20Services/PREA/Loysville%20Youth%20Development%20Center%20PREA%20Final%20Audit%20Report%20-%202017.pdf"
2193,2015-08-12,,73,24,50,"Assigned (Last 12 Months)","Current","https://www.dhs.pa.gov/Services/Children/Documents/Juvenile%20Justice%20Services/PREA/Youth%20Forestry%20Camp%203%20Final%20Audit%20Report%20-%202015.pdf"
2194,2018-10-25,2018-12-03,27,18,24,"Contact","Current","https://files.nc.gov/ncdps/documents/files/Alexander%20Juvenile%20Audit%20final%20report%202018.pdf"
2195,2016-08-23,2016-09-28,28,17,30,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/2016%20-%20Cabarrus%20JDC%20-%20Final%20PREA%20Report%20-%20Final.pdf"
2196,2015-12-15,2016-01-15,26,15,18,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/CumberlandRegJuvenileDetentionCenter.pdf"
2197,2015-08-31,,102,52,90,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/c_a_dillon_ydc_final_prea.pdf"
2198,2016-08-09,2016-09-17,67,38,43,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/2016%20-%20Dobbs%20YDC%20-%20Final%20PREA%20Report%20-%20Final.pdf"
2199,2017-02-22,2017-04-07,26,9,18,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/2017-New-Hanover-JDC-Final-PREA-Report.pdf"
2200,2020-01-30,2020-04-03,26,15,18,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2020-Pitt-RJDC-PREA-Final-Report-Final.pdf"
2201,2017-03-16,2017-04-29,33,12,24,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/Wake-JDC-Final-PREA-Report-April-2017.pdf"
2202,2018-01-30,2018-02-26,65,26,32,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2018%20-%20Chatham%20YDC%20-%20PREA%20Report%20Final%20-%20Final.pdf"
2203,2018-02-01,2018-02-26,65,31,44,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2018%20-%20Edgecombe%20YDC%20-%20PREA%20Report%20Final%20-%20Final.pdf"
2204,2019-03-19,2019-03-22,63,30,44,"Contact","Current","https://files.nc.gov/ncdps/documents/files/2019_-_Lenoir_YDC_-_PREA_Report_Final.pdf"
2205,2016-08-23,2016-09-28,28,17,30,"Assigned (Last 12 Months)","Current","https://files.nc.gov/ncdps/documents/files/2016%20-%20Cabarrus%20JDC%20-%20Final%20PREA%20Report%20-%20Final.pdf"
2206,2020-06-15,2020-07-10,22,10,24,"Contact","Current","https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2020/CampAvery.pdf"
2207,2020-07-29,2020-08-26,17,12,12,"Contact","Current","https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2020/CommunityLearningCenter.pdf"
2208,2018-02-06,2018-03-13,11,11,12,"Contact","Current","https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2018/CY-2018-PREA-Audit-Cornerstone.pdf"
2209,2020-06-20,2020-08-09,18,5,12,"Contact","Current","https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2020/DatemaHouse.pdf"
2210,2018-02-08,2018-03-13,32,22,24,"Contact","Current","https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2018/CY-2018-PREA-Audit-Fulton-TC.pdf"
2211,2020-07-22,,31,8,24,"Contact","Current","https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2020/GentryResidentialTreatmentCenter.pdf"
2212,2020-07-22,,28,10,24,"Contact","Current","https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2020/GirardotYouthAndFamily.pdf"
2213,2018-05-03,2018-05-21,32,11,24,"Contact","Current","https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2018/HillsboroTreatmentCenter.pdf"
2214,2020-01-30,2020-02-27,46,33,36,"Contact","Current","https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2020/HoganStreetRegionalYouthCenter.pdf"
2216,2020-06-15,2020-06-25,0,10,24,"Contact","Current","https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2020/MontgomeryCity.pdf"
2217,2020-07-28,2020-08-24,53,18,36,"Contact","Current","https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2020/MtVernonTreatmentCenter.pdf"
